Id,Genus
NC_032962.1,Unknown_genus
NC_032963.1,Unknown_genus
NC_032964.1,Unknown_genus
NC_032965.1,Unknown_genus
NC_032966.1,Unknown_genus
NC_032967.1,Unknown_genus
NC_032968.1,Unknown_genus
NC_032969.1,Unknown_genus
NC_032970.1,Unknown_genus
NC_032971.1,Unknown_genus
NC_032972.1,Unknown_genus
NC_032973.1,Unknown_genus
NC_032974.1,Unknown_genus
NC_032975.1,Unknown_genus
NC_032976.1,Unknown_genus
NC_032977.1,Unknown_genus
NC_032978.1,Sopolycivirus
NC_032979.1,Unknown_genus
NC_032980.1,Unknown_genus
NC_032981.1,Unknown_genus
NC_032982.1,Unknown_genus
NC_032983.1,Unknown_genus
NC_032984.1,Unknown_genus
NC_032985.1,Unknown_genus
NC_032986.1,Unknown_genus
NC_032987.1,Betaarterivirus
NC_032988.1,Unknown_genus
NC_032989.1,Unknown_genus
NC_032990.1,Unknown_genus
NC_032991.1,Unknown_genus
NC_032992.1,Unknown_genus
NC_032993.1,Unknown_genus
NC_032994.1,Unknown_genus
NC_032995.1,Unknown_genus
NC_032996.1,Unknown_genus
NC_032997.1,Unknown_genus
NC_032998.1,Unknown_genus
NC_032999.1,Unknown_genus
NC_033000.1,Unknown_genus
NC_033001.1,Unknown_genus
NC_033002.1,Unknown_genus
NC_033003.1,Unknown_genus
NC_033004.1,Unknown_genus
NC_033005.1,Unknown_genus
NC_033006.1,Unknown_genus
NC_033007.1,Unknown_genus
NC_033008.1,Unknown_genus
NC_033009.1,Unknown_genus
NC_033010.1,Unknown_genus
NC_033011.1,Unknown_genus
NC_033012.1,Unknown_genus
NC_033013.1,Unknown_genus
NC_033014.1,Unknown_genus
NC_033015.1,Scarabeuvirus
NC_033016.1,Unknown_genus
NC_033017.1,Unknown_genus
NC_033018.1,Unknown_genus
NC_033019.1,Unknown_genus
NC_033020.1,Unknown_genus
NC_033021.1,Unknown_genus
NC_033022.1,Unknown_genus
NC_033023.1,Unknown_genus
NC_033024.1,Unknown_genus
NC_033025.1,Unknown_genus
NC_033026.1,Unknown_genus
NC_033027.1,Anphevirus
NC_033028.1,Unknown_genus
NC_033029.1,Unknown_genus
NC_033030.1,Unknown_genus
NC_033031.1,Unknown_genus
NC_033032.1,Unknown_genus
NC_033033.1,Unknown_genus
NC_033034.1,Sigmavirus
NC_033035.1,Unknown_genus
NC_033036.1,Unknown_genus
NC_033037.1,Unknown_genus
NC_033038.1,Unknown_genus
NC_033039.1,Unknown_genus
NC_033040.1,Unknown_genus
NC_033041.1,Unknown_genus
NC_033042.1,Unknown_genus
NC_033043.1,Unknown_genus
NC_033044.1,Unknown_genus
NC_033045.1,Unknown_genus
NC_033046.1,Unknown_genus
NC_033047.1,Unknown_genus
NC_033048.1,Unknown_genus
NC_033049.1,Unknown_genus
NC_033050.1,Unknown_genus
NC_033051.1,Unknown_genus
NC_033052.1,Unknown_genus
NC_033053.1,Unknown_genus
NC_033054.1,Unknown_genus
NC_033055.1,Anphevirus
NC_033056.1,Unknown_genus
NC_033057.1,Unknown_genus
NC_033058.1,Unknown_genus
NC_033059.1,Unknown_genus
NC_033060.1,Unknown_genus
NC_033061.1,Unknown_genus
NC_033062.1,Unknown_genus
NC_033063.1,Unknown_genus
NC_033064.1,Unknown_genus
NC_033065.1,Unknown_genus
NC_033066.1,Unknown_genus
NC_033067.1,Unknown_genus
NC_033068.1,Unknown_genus
NC_033069.1,Unknown_genus
NC_033070.1,Unknown_genus
NC_033071.1,Unknown_genus
NC_033072.1,Unknown_genus
NC_033073.1,Unknown_genus
NC_033074.1,Unknown_genus
NC_033075.1,Unknown_genus
NC_033076.1,Unknown_genus
NC_033077.1,Unknown_genus
NC_033078.1,Unknown_genus
NC_033079.1,Unknown_genus
NC_033080.1,Unknown_genus
NC_033081.1,Bavovirus
NC_033082.1,Unknown_genus
NC_033083.1,Unknown_genus
NC_033084.1,Unknown_genus
NC_033085.1,Unknown_genus
NC_033086.1,Unknown_genus
NC_033087.1,Unknown_genus
NC_033088.1,Unknown_genus
NC_033089.1,Unknown_genus
NC_033090.1,Unknown_genus
NC_033091.1,Unknown_genus
NC_033092.1,Unknown_genus
NC_033093.1,Unknown_genus
NC_033094.1,Unknown_genus
NC_033095.1,Unknown_genus
NC_033096.1,Unknown_genus
NC_033097.1,Unknown_genus
NC_033098.1,Unknown_genus
NC_033099.1,Unknown_genus
NC_033100.1,Unknown_genus
NC_033101.1,Unknown_genus
NC_033102.1,Unknown_genus
NC_033103.1,Sigmavirus
NC_033104.1,Unknown_genus
NC_033105.1,Unknown_genus
NC_033106.1,Unknown_genus
NC_033107.1,Unknown_genus
NC_033108.1,Unknown_genus
NC_033109.1,Unknown_genus
NC_033110.1,Unknown_genus
NC_033111.1,Unknown_genus
NC_033112.1,Unknown_genus
NC_033113.1,Unknown_genus
NC_033114.1,Unknown_genus
NC_033115.1,Unknown_genus
NC_033116.1,Unknown_genus
NC_033117.1,Unknown_genus
NC_033118.1,Unknown_genus
NC_033119.1,Unknown_genus
NC_033120.1,Unknown_genus
NC_033121.1,Unknown_genus
NC_033122.1,Unknown_genus
NC_033123.1,Unknown_genus
NC_033124.1,Unknown_genus
NC_033125.1,Unknown_genus
NC_033126.1,Unknown_genus
NC_033127.1,Unknown_genus
NC_033128.1,Unknown_genus
NC_033129.1,Unknown_genus
NC_033130.1,Unknown_genus
NC_033131.1,Unknown_genus
NC_033132.1,Unknown_genus
NC_033134.1,Unknown_genus
NC_033135.1,Unknown_genus
NC_033136.1,Unknown_genus
NC_033137.1,Unknown_genus
NC_033138.1,Unknown_genus
NC_033139.1,Unknown_genus
NC_033140.1,Unknown_genus
NC_033141.1,Unknown_genus
NC_033142.1,Unknown_genus
NC_033143.1,Unknown_genus
NC_033144.1,Unknown_genus
NC_033145.1,Unknown_genus
NC_033146.1,Unknown_genus
NC_033147.1,Unknown_genus
NC_033148.1,Unknown_genus
NC_033149.1,Unknown_genus
NC_033150.1,Unknown_genus
NC_033151.1,Unknown_genus
NC_033152.1,Hupolycivirus
NC_033153.1,Unknown_genus
NC_033154.1,Unknown_genus
NC_033155.1,Unknown_genus
NC_033156.1,Unknown_genus
NC_033157.1,Unknown_genus
NC_033158.1,Unknown_genus
NC_033159.1,Unknown_genus
NC_033160.1,Unknown_genus
NC_033161.1,Unknown_genus
NC_033162.1,Unknown_genus
NC_033163.1,Unknown_genus
NC_033164.1,Unknown_genus
NC_033165.1,Unknown_genus
NC_033166.1,Unknown_genus
NC_033167.1,Unknown_genus
NC_033168.1,Piscichuvirus
NC_033169.1,Unknown_genus
NC_033170.1,Unknown_genus
NC_033171.1,Unknown_genus
NC_033172.1,Unknown_genus
NC_033173.1,Unknown_genus
NC_033174.1,Unknown_genus
NC_033175.1,Unknown_genus
NC_033177.1,Unknown_genus
NC_033178.1,Unknown_genus
NC_033179.1,Unknown_genus
NC_033180.1,Unknown_genus
NC_033181.1,Unknown_genus
NC_033182.1,Betanemrhavirus
NC_033183.1,Unknown_genus
NC_033184.1,Unknown_genus
NC_033185.1,Unknown_genus
NC_033186.1,Unknown_genus
NC_033187.1,Unknown_genus
NC_033188.1,Unknown_genus
NC_033189.1,Unknown_genus
NC_033190.1,Unknown_genus
NC_033191.1,Unknown_genus
NC_033192.1,Unknown_genus
NC_033193.1,Unknown_genus
NC_033194.1,Unknown_genus
NC_033195.1,Unknown_genus
NC_033196.1,Unknown_genus
NC_033197.1,Unknown_genus
NC_033198.1,Unknown_genus
NC_033199.1,Unknown_genus
NC_033200.1,Unknown_genus
NC_033201.1,Unknown_genus
NC_033202.1,Unknown_genus
NC_033203.1,Unknown_genus
NC_033204.1,Unknown_genus
NC_033205.1,Unknown_genus
NC_033206.1,Unknown_genus
NC_033207.1,Unknown_genus
NC_033208.1,Unknown_genus
NC_033209.1,Unknown_genus
NC_033210.1,Unknown_genus
NC_033211.1,Unknown_genus
NC_033212.1,Unknown_genus
NC_033213.1,Unknown_genus
NC_033214.1,Unknown_genus
NC_033215.1,Unknown_genus
NC_033216.1,Unknown_genus
NC_033217.1,Unknown_genus
NC_033218.1,Unknown_genus
NC_033219.1,Unknown_genus
NC_033220.1,Unknown_genus
NC_033221.1,Unknown_genus
NC_033222.1,Unknown_genus
NC_033223.1,Unknown_genus
NC_033224.1,Unknown_genus
NC_033225.1,Unknown_genus
NC_033226.1,Unknown_genus
NC_033227.1,Unknown_genus
NC_033228.1,Unknown_genus
NC_033229.1,Unknown_genus
NC_033230.1,Unknown_genus
NC_033231.1,Unknown_genus
NC_033232.1,Unknown_genus
NC_033233.1,Unknown_genus
NC_033234.1,Unknown_genus
NC_033235.1,Unknown_genus
NC_033236.1,Unknown_genus
NC_033237.1,Unknown_genus
NC_033238.1,Unknown_genus
NC_033239.1,Unknown_genus
NC_033240.1,Unknown_genus
NC_033241.1,Unknown_genus
NC_033242.1,Unknown_genus
NC_033243.1,Unknown_genus
NC_033244.1,Unknown_genus
NC_033245.1,Unknown_genus
NC_033246.1,Unknown_genus
NC_033247.1,Unknown_genus
NC_033248.1,Unknown_genus
NC_033249.1,Unknown_genus
NC_033250.1,Unknown_genus
NC_033251.1,Unknown_genus
NC_033252.1,Unknown_genus
NC_033253.1,Unknown_genus
NC_033254.1,Unknown_genus
NC_033255.1,Unknown_genus
NC_033256.1,Unknown_genus
NC_033257.1,Unknown_genus
NC_033258.1,Unknown_genus
NC_033259.1,Unknown_genus
NC_033260.1,Unknown_genus
NC_033261.1,Unknown_genus
NC_033262.1,Unknown_genus
NC_033263.1,Unknown_genus
NC_033264.1,Unknown_genus
NC_033265.1,Unknown_genus
NC_033266.1,Unknown_genus
NC_033267.1,Betanemrhavirus
NC_033268.1,Unknown_genus
NC_033269.1,Unknown_genus
NC_033277.1,Alphachrysovirus
NC_033278.1,Alphachrysovirus
NC_033279.1,Unknown_genus
NC_033280.1,Unknown_genus
NC_033281.1,Unknown_genus
NC_033282.1,Yingvirus
NC_033283.1,Yingvirus
NC_033284.1,Yingvirus
NC_033285.1,Yingvirus
NC_033286.1,Unknown_genus
NC_033287.1,Yingvirus
NC_033288.1,Yingvirus
NC_033289.1,Yuyuevirus
NC_033290.1,Yuyuevirus
NC_033291.1,Chuvivirus
NC_033292.1,Chuvivirus
NC_033293.1,Mivirus
NC_033294.1,Mivirus
NC_033295.1,Unknown_genus
NC_033296.1,Yingvirus
NC_033297.1,Yingvirus
NC_033298.1,Yingvirus
NC_033299.1,Yingvirus
NC_033300.1,Unknown_genus
NC_033301.1,Unknown_genus
NC_033302.1,Unknown_genus
NC_033303.1,Unknown_genus
NC_033304.1,Unknown_genus
NC_033305.1,Unknown_genus
NC_033306.1,Unknown_genus
NC_033307.1,Unknown_genus
NC_033308.1,Unknown_genus
NC_033309.1,Unknown_genus
NC_033310.1,Unknown_genus
NC_033311.1,Unknown_genus
NC_033312.1,Unknown_genus
NC_033313.1,Unknown_genus
NC_033314.1,Unknown_genus
NC_033315.1,Unknown_genus
NC_033316.1,Unknown_genus
NC_033317.1,Alphachrysovirus
NC_033318.1,Alphachrysovirus
NC_033319.1,Unknown_genus
NC_033320.1,Unknown_genus
NC_033321.1,Unknown_genus
NC_033322.1,Unknown_genus
NC_033323.1,Unknown_genus
NC_033324.1,Unknown_genus
NC_033325.1,Unknown_genus
NC_033326.1,Unknown_genus
NC_033327.1,Scarabeuvirus
NC_033328.1,Scarabeuvirus
NC_033329.1,Unknown_genus
NC_033330.1,Unknown_genus
NC_033331.1,Unknown_genus
NC_033332.1,Unknown_genus
NC_032681.1,Alphavirus
NC_032527.1,Unknown_genus
NC_032528.1,Unknown_genus
NC_032529.1,Unknown_genus
NC_032530.1,Unknown_genus
NC_032531.1,Unknown_genus
NC_032532.1,Unknown_genus
NC_032533.1,Unknown_genus
NC_032534.1,Unknown_genus
NC_032535.1,Unknown_genus
NC_032536.1,Unknown_genus
NC_032537.1,Unknown_genus
NC_032538.1,Unknown_genus
NC_032539.1,Unknown_genus
NC_032540.1,Unknown_genus
NC_032541.1,Crustavirus
NC_032542.1,Unknown_genus
NC_032543.1,Berhavirus
NC_032544.1,Berhavirus
NC_032545.1,Unknown_genus
NC_032546.1,Unknown_genus
NC_032547.1,Unknown_genus
NC_032548.1,Unknown_genus
NC_032549.1,Unknown_genus
NC_032550.1,Unknown_genus
NC_032551.1,Unknown_genus
NC_032552.1,Unknown_genus
NC_032553.1,Unknown_genus
NC_032554.1,Unknown_genus
NC_032555.1,Peropuvirus
NC_032556.1,Unknown_genus
NC_032557.1,Unknown_genus
NC_032558.1,Peropuvirus
NC_032559.1,Unknown_genus
NC_032560.1,Unknown_genus
NC_032561.1,Unknown_genus
NC_032562.1,Unknown_genus
NC_032563.1,Unknown_genus
NC_032564.1,Unknown_genus
NC_032565.1,Unknown_genus
NC_032566.1,Unknown_genus
NC_032567.1,Unknown_genus
NC_032568.1,Unknown_genus
NC_032569.1,Unknown_genus
NC_032570.1,Unknown_genus
NC_032571.1,Unknown_genus
NC_032572.1,Unknown_genus
NC_032573.1,Unknown_genus
NC_032574.1,Unknown_genus
NC_032575.1,Unknown_genus
NC_032576.1,Unknown_genus
NC_032577.1,Unknown_genus
NC_032578.1,Unknown_genus
NC_032579.1,Unknown_genus
NC_032580.1,Unknown_genus
NC_032581.1,Unknown_genus
NC_032582.1,Unknown_genus
NC_032583.1,Unknown_genus
NC_032584.1,Unknown_genus
NC_032585.1,Unknown_genus
NC_032586.1,Unknown_genus
NC_032587.1,Unknown_genus
NC_032588.1,Unknown_genus
NC_032589.1,Unknown_genus
NC_032590.1,Unknown_genus
NC_032591.1,Unknown_genus
NC_032592.1,Unknown_genus
NC_032593.1,Unknown_genus
NC_032594.1,Unknown_genus
NC_032595.1,Unknown_genus
NC_032596.1,Unknown_genus
NC_032597.1,Unknown_genus
NC_032598.1,Unknown_genus
NC_032599.1,Unknown_genus
NC_032600.1,Unknown_genus
NC_032601.1,Unknown_genus
NC_032602.1,Unknown_genus
NC_032603.1,Unknown_genus
NC_032604.1,Unknown_genus
NC_032605.1,Unknown_genus
NC_032606.1,Unknown_genus
NC_032607.1,Unknown_genus
NC_032608.1,Unknown_genus
NC_032609.1,Unknown_genus
NC_032610.1,Unknown_genus
NC_032611.1,Unknown_genus
NC_032612.1,Unknown_genus
NC_032613.1,Unknown_genus
NC_032614.1,Unknown_genus
NC_032615.1,Unknown_genus
NC_032616.1,Unknown_genus
NC_032617.1,Unknown_genus
NC_032618.1,Unknown_genus
NC_032619.1,Unknown_genus
NC_032620.1,Unknown_genus
NC_032621.1,Unknown_genus
NC_032622.1,Unknown_genus
NC_032623.1,Unknown_genus
NC_032624.1,Unknown_genus
NC_032625.1,Unknown_genus
NC_032626.1,Unknown_genus
NC_032627.1,Unknown_genus
NC_032628.1,Unknown_genus
NC_032629.1,Unknown_genus
NC_032630.1,Unknown_genus
NC_032631.1,Unknown_genus
NC_032632.1,Unknown_genus
NC_032633.1,Unknown_genus
NC_032634.1,Unknown_genus
NC_032635.1,Unknown_genus
NC_032636.1,Unknown_genus
NC_032637.1,Unknown_genus
NC_032638.1,Unknown_genus
NC_032639.1,Unknown_genus
NC_032640.1,Unknown_genus
NC_032641.1,Unknown_genus
NC_032642.1,Unknown_genus
NC_032643.1,Unknown_genus
NC_032644.1,Unknown_genus
NC_032645.1,Unknown_genus
NC_032646.1,Unknown_genus
NC_032647.1,Unknown_genus
NC_032648.1,Unknown_genus
NC_032403.1,Unknown_genus
NC_032404.1,Unknown_genus
NC_032405.1,Panicovirus
NC_032406.1,Unknown_genus
NC_032407.1,Unknown_genus
NC_032408.1,Unknown_genus
NC_032409.1,Unknown_genus
NC_032410.1,Unknown_genus
NC_032411.1,Unknown_genus
NC_032413.1,Unknown_genus
NC_032414.1,Unknown_genus
NC_032415.1,Unknown_genus
NC_032416.1,Unknown_genus
NC_032417.1,Mivirus
NC_032419.1,Unknown_genus
NC_032420.1,Unknown_genus
NC_032421.1,Unknown_genus
NC_032422.1,Unknown_genus
NC_032423.1,Unknown_genus
NC_032424.1,Unknown_genus
NC_032425.1,Unknown_genus
NC_032426.1,Unknown_genus
NC_032427.1,Pediavirus
NC_032428.1,Unknown_genus
NC_032429.1,Unknown_genus
NC_032430.1,Hexartovirus
NC_032431.1,Unknown_genus
NC_032432.1,Unknown_genus
NC_032433.1,Sinaivirus
NC_032434.1,Unknown_genus
NC_032435.1,Unknown_genus
NC_032436.1,Unknown_genus
NC_032437.1,Unknown_genus
NC_032438.1,Unknown_genus
NC_032439.1,Unknown_genus
NC_032440.1,Unknown_genus
NC_032441.1,Unknown_genus
NC_032442.1,Unknown_genus
NC_032443.1,Unknown_genus
NC_032444.1,Unknown_genus
NC_032445.1,Unknown_genus
NC_032446.1,Unknown_genus
NC_032447.1,Unknown_genus
NC_032448.1,Unknown_genus
NC_032449.1,Unknown_genus
NC_032450.1,Unknown_genus
NC_032451.1,Unknown_genus
NC_032452.1,Unknown_genus
NC_032453.1,Unknown_genus
NC_032454.1,Unknown_genus
NC_032455.1,Unknown_genus
NC_032456.1,Unknown_genus
NC_032457.1,Unknown_genus
NC_032459.1,Unknown_genus
NC_032460.1,Unknown_genus
NC_032461.1,Unknown_genus
NC_032462.1,Unknown_genus
NC_032463.1,Unknown_genus
NC_032464.1,Unknown_genus
NC_032465.1,Unknown_genus
NC_032466.1,Unknown_genus
NC_032467.1,Unknown_genus
NC_032468.1,Unknown_genus
NC_032469.1,Unknown_genus
NC_032470.1,Unknown_genus
NC_032471.1,Unknown_genus
NC_032472.1,Unknown_genus
NC_032473.1,Unknown_genus
NC_032474.1,Unknown_genus
NC_032476.1,Unknown_genus
NC_032477.1,Unknown_genus
NC_032478.1,Unknown_genus
NC_032480.1,Husavirus
NC_032481.1,Unknown_genus
NC_032482.1,Unknown_genus
NC_032483.1,Unknown_genus
NC_032484.1,Unknown_genus
NC_032485.1,Unknown_genus
NC_032486.1,Unknown_genus
NC_032487.1,Unknown_genus
NC_032488.1,Unknown_genus
NC_032490.1,Paguronivirus
NC_032491.1,Unknown_genus
NC_032492.1,Charybnivirus
NC_032493.1,Unknown_genus
NC_032494.1,Unknown_genus
NC_032495.1,Unknown_genus
NC_032496.1,Turrinivirus
NC_032497.1,Unknown_genus
NC_032498.1,Unknown_genus
NC_032499.1,Unknown_genus
NC_032500.1,Unknown_genus
NC_032501.1,Unknown_genus
NC_032502.1,Unknown_genus
NC_032503.1,Unknown_genus
NC_032504.1,Unknown_genus
NC_032505.1,Unknown_genus
NC_032506.1,Unknown_genus
NC_032507.1,Unknown_genus
NC_032508.1,Unknown_genus
NC_032509.1,Unknown_genus
NC_032510.1,Unknown_genus
NC_032511.1,Unknown_genus
NC_032512.1,Unknown_genus
NC_032513.1,Unknown_genus
NC_032514.1,Unknown_genus
NC_032515.1,Unknown_genus
NC_032516.1,Unknown_genus
NC_032517.1,Unknown_genus
NC_032518.1,Unknown_genus
NC_032519.1,Unknown_genus
NC_032520.1,Unknown_genus
NC_032521.1,Unknown_genus
NC_032522.1,Unknown_genus
NC_032523.1,Unknown_genus
NC_032524.1,Unknown_genus
NC_032525.1,Unknown_genus
NC_032526.1,Unknown_genus
NC_032125.1,Unknown_genus
NC_032149.2,Alphapartitivirus
NC_032150.2,Alphapartitivirus
NC_032172.1,Unknown_genus
NC_032173.1,Unknown_genus
NC_032174.1,Unknown_genus
NC_032175.1,Unknown_genus
NC_032176.1,Unknown_genus
NC_032177.1,Unknown_genus
NC_032178.1,Unknown_genus
NC_032179.1,Unknown_genus
NC_032180.1,Unknown_genus
NC_032181.1,Unknown_genus
NC_032182.1,Unknown_genus
NC_032183.1,Unknown_genus
NC_032184.1,Unknown_genus
NC_032185.1,Unknown_genus
NC_032186.1,Unknown_genus
NC_032187.1,Unknown_genus
NC_032188.1,Unknown_genus
NC_032189.1,Unknown_genus
NC_032190.1,Unknown_genus
NC_032191.1,Unknown_genus
NC_032192.1,Unknown_genus
NC_032193.1,Unknown_genus
NC_032194.1,Unknown_genus
NC_032195.1,Unknown_genus
NC_032196.1,Unknown_genus
NC_032197.1,Unknown_genus
NC_032198.1,Unknown_genus
NC_032199.1,Unknown_genus
NC_032200.1,Unknown_genus
NC_032201.1,Unknown_genus
NC_032202.1,Unknown_genus
NC_032203.1,Unknown_genus
NC_032204.1,Unknown_genus
NC_032205.1,Unknown_genus
NC_032206.1,Unknown_genus
NC_032207.1,Unknown_genus
NC_032208.1,Unknown_genus
NC_032209.1,Unknown_genus
NC_032210.1,Unknown_genus
NC_032211.1,Unknown_genus
NC_032212.1,Unknown_genus
NC_032213.1,Unknown_genus
NC_032214.1,Unknown_genus
NC_032215.1,Unknown_genus
NC_032216.1,Unknown_genus
NC_032217.1,Unknown_genus
NC_032218.1,Unknown_genus
NC_032219.1,Unknown_genus
NC_032220.1,Unknown_genus
NC_032221.1,Unknown_genus
NC_032222.1,Chipolycivirus
NC_032223.1,Unknown_genus
NC_032224.1,Unknown_genus
NC_032225.1,Unknown_genus
NC_032226.1,Unknown_genus
NC_032227.1,Unknown_genus
NC_032228.1,Unknown_genus
NC_032229.1,Unknown_genus
NC_032230.1,Unknown_genus
NC_032231.1,Unknown_genus
NC_032232.1,Unknown_genus
NC_032233.1,Unknown_genus
NC_032234.1,Unknown_genus
NC_032235.1,Unknown_genus
NC_032236.1,Unknown_genus
NC_032237.1,Unknown_genus
NC_032238.1,Unknown_genus
NC_032239.1,Unknown_genus
NC_032240.1,Unknown_genus
NC_032241.1,Unknown_genus
NC_032242.1,Unknown_genus
NC_032243.1,Unknown_genus
NC_032244.1,Unknown_genus
NC_032245.1,Myriavirus
NC_032246.1,Unknown_genus
NC_032247.1,Unknown_genus
NC_032248.1,Unknown_genus
NC_032249.1,Unknown_genus
NC_032250.1,Unknown_genus
NC_032251.1,Unknown_genus
NC_032252.1,Unknown_genus
NC_032253.1,Unknown_genus
NC_032254.1,Unknown_genus
NC_032256.1,Hudovirus
NC_032257.1,Hudovirus
NC_032258.1,Unknown_genus
NC_032259.1,Unknown_genus
NC_032260.1,Unknown_genus
NC_032261.1,Unknown_genus
NC_032262.1,Unknown_genus
NC_032263.1,Unknown_genus
NC_032264.1,Unknown_genus
NC_032265.1,Unknown_genus
NC_032266.1,Unknown_genus
NC_032267.1,Unknown_genus
NC_032268.1,Unknown_genus
NC_032269.1,Unknown_genus
NC_032270.1,Nepovirus
NC_032271.1,Nepovirus
NC_032272.1,Yingvirus
NC_032273.1,Yuyuevirus
NC_032274.1,Yingvirus
NC_032275.1,Yuyuevirus
NC_032276.1,Phasivirus
NC_032277.1,Phasivirus
NC_032278.1,Hudivirus
NC_032279.1,Hudivirus
NC_032280.1,Hudivirus
NC_032281.1,Phasivirus
NC_032282.1,Hudovirus
NC_032122.1,Unknown_genus
NC_032123.1,Unknown_genus
NC_032124.1,Unknown_genus
NC_032126.1,Livupivirus
NC_032127.1,Unknown_genus
NC_032128.1,Unknown_genus
NC_032129.1,Unknown_genus
NC_032130.1,Unknown_genus
NC_032131.1,Unknown_genus
NC_032132.1,Unknown_genus
NC_032133.1,Unknown_genus
NC_032134.1,Unknown_genus
NC_032135.1,Orthophasmavirus
NC_032136.1,Orthophasmavirus
NC_032137.1,Orthophasmavirus
NC_032138.1,Unknown_genus
NC_032139.1,Unknown_genus
NC_032140.1,Unknown_genus
NC_032141.1,Unknown_genus
NC_032142.1,Unknown_genus
NC_032143.1,Lincruvirus
NC_032144.1,Lincruvirus
NC_032145.1,Lincruvirus
NC_032146.1,Unknown_genus
NC_032147.1,Unknown_genus
NC_032148.1,Unknown_genus
NC_032151.1,Orthophasmavirus
NC_032152.1,Orthophasmavirus
NC_032153.1,Orthophasmavirus
NC_032154.1,Unknown_genus
NC_032155.1,Unknown_genus
NC_032156.1,Unknown_genus
NC_032157.1,Unknown_genus
NC_032158.1,Beidivirus
NC_032159.1,Beidivirus
NC_032160.1,Beidivirus
NC_032161.1,Unknown_genus
NC_032162.1,Unknown_genus
NC_032163.1,Unknown_genus
NC_032164.1,Unknown_genus
NC_032165.1,Unknown_genus
NC_032166.1,Unknown_genus
NC_032167.1,Unknown_genus
NC_032168.1,Unknown_genus
NC_032169.1,Unknown_genus
NC_032170.1,Unknown_genus
NC_032121.1,Unknown_genus
NC_032112.1,Unknown_genus
NC_032113.1,Unknown_genus
NC_032114.1,Unknown_genus
NC_032115.1,Unknown_genus
NC_032116.1,Unknown_genus
NC_032117.1,Unknown_genus
NC_032087.1,Unknown_genus
NC_032104.1,Allexivirus
NC_032106.1,Unknown_genus
NC_032107.1,Alphacoronavirus
NC_032088.1,Flavivirus
NC_031988.1,Lyssavirus
NC_031955.1,Lyssavirus
NC_031950.1,Hepacivirus
NC_031916.1,Hepacivirus
NC_031947.1,Hepacivirus
NC_031800.1,Luteovirus
NC_031762.1,Orthotospovirus
NC_031763.1,Sadwavirus
NC_031766.1,Sadwavirus
NC_031747.1,Polerovirus
NC_031749.1,Unknown_genus
NC_031750.1,Unknown_genus
NC_031752.1,Betaendornavirus
NC_031758.1,Orthotospovirus
NC_031759.1,Orthotospovirus
NC_031687.1,Unknown_genus
NC_031688.1,Unknown_genus
NC_031690.1,Unknown_genus
NC_031691.1,Unknown_genus
NC_031692.1,Marafivirus
NC_031461.1,Unknown_genus
NC_031462.1,Unknown_genus
NC_031463.1,Unknown_genus
NC_031464.1,Unknown_genus
NC_031449.1,Unknown_genus
NC_031338.1,Iflavirus
NC_031339.1,Potyvirus
NC_031341.1,Idaeovirus
NC_031342.1,Idaeovirus
NC_031336.1,Alphaendornavirus
NC_031326.1,Betaretrovirus
NC_031327.1,Unknown_genus
NC_031324.1,Norovirus
NC_031301.1,Ledantevirus
NC_031302.1,Sigmavirus
NC_031303.1,Unknown_genus
NC_031304.1,Alpharicinrhavirus
NC_031305.1,Ledantevirus
NC_031307.1,Orthophasmavirus
NC_031308.1,Orthophasmavirus
NC_031309.1,Orthophasmavirus
NC_031310.1,Orthophasmavirus
NC_031311.1,Orthophasmavirus
NC_031312.1,Orthophasmavirus
NC_031313.1,Horwuvirus
NC_031314.1,Horwuvirus
NC_031315.1,Horwuvirus
NC_031316.1,Horwuvirus
NC_031317.1,Phasivirus
NC_031318.1,Phasivirus
NC_031319.1,Phasivirus
NC_031320.1,Goukovirus
NC_031321.1,Goukovirus
NC_031322.1,Goukovirus
NC_031225.1,Cytorhabdovirus
NC_031227.1,Cytorhabdovirus
NC_031232.1,Cytorhabdovirus
NC_031236.1,Unknown_genus
NC_031240.1,Sigmavirus
NC_031244.1,Anphevirus
NC_031248.1,Charybdivirus
NC_031259.1,Arlivirus
NC_031268.1,Unknown_genus
NC_031270.1,Arlivirus
NC_031272.1,Unknown_genus
NC_031273.1,Unknown_genus
NC_031275.1,Crustavirus
NC_031276.1,Unknown_genus
NC_031278.1,Sigmavirus
NC_031282.1,Sigmavirus
NC_031283.1,Alphadrosrhavirus
NC_031284.1,Orthonairovirus
NC_031285.1,Orthonairovirus
NC_031286.1,Orthonairovirus
NC_031287.1,Wenrivirus
NC_031288.1,Orthonairovirus
NC_031289.1,Orthonairovirus
NC_031290.1,Wenrivirus
NC_031291.1,Orthonairovirus
NC_031292.1,Wenrivirus
NC_031293.1,Orthophasmavirus
NC_031294.1,Orthophasmavirus
NC_031295.1,Phasivirus
NC_031296.1,Orthophasmavirus
NC_031297.1,Phasivirus
NC_031298.1,Phasivirus
NC_029054.2,Flavivirus
NC_031214.1,Ollusvirus
NC_031215.1,Sigmavirus
NC_031216.1,Alphadrosrhavirus
NC_031217.1,Unknown_genus
NC_031218.1,Shaspivirus
NC_031219.1,Shaspivirus
NC_031220.1,Shaspivirus
NC_031221.1,Shangavirus
NC_031222.1,Shangavirus
NC_031223.1,Shangavirus
NC_031079.1,Alpharicinrhavirus
