"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"17341","NC_055178.1","RNA","ssRNA(+/-)","Soybean vein necrosis virus","Orthotospovirus glycininecrovenae","Orthotospovirus","Tospoviridae",2603
"17342","NC_043616.1","RNA","ssRNA(-)","Fort Sherman virus","Orthobunyavirus shermanense","Orthobunyavirus","Peribunyaviridae",948
"17343","NC_032860.1","RNA","RNA","Changjiang picorna-like virus 7","Changjiang picorna-like virus 7","Unknown","Unknown",8266
"17344","NC_055889.1","DNA","dsDNA","uncultured phage cr53_1","Blohavirus americanus","Blohavirus","Suoliviridae",101153
"17345","NC_034496.1","RNA","ssRNA(-)","Marituba virus","Orthobunyavirus maritubaense","Orthobunyavirus","Peribunyaviridae",1111
"17346","NC_047942.1","DNA","dsDNA","Escherichia phage Ebrios","Teseptimavirus ebrios","Teseptimavirus","Autographiviridae",39752
"17347","NC_049423.1","DNA","dsDNA","Lactococcus phage LP0903","Skunavirus LP0903","Skunavirus","Unknown",31049
"17348","NC_024914.1","RNA","dsRNA","Cimodo virus","Cimodo virus","Unknown","Unknown",863
"17349","NC_032897.1","RNA","RNA","Hubei diptera virus 15","Hubei diptera virus 15","Unknown","Unknown",2073
"17350","NC_054963.1","DNA","dsDNA","Ralstonia phage Gervaise","Gervaisevirus gervaise","Gervaisevirus","Unknown",61164
"17351","NC_032550.1","RNA","RNA","Beihai picorna-like virus 30","Beihai picorna-like virus 30","Unknown","Unknown",9460
"17352","NC_011292.1","DNA","dsDNA","Mycobacterium phage Konstantine","Konstantinevirus konstantine","Konstantinevirus","Unknown",68952
"17353","NC_003604.2","RNA","ssRNA(+)","Grapevine virus A","Grapevine virus A","Vitivirus","Betaflexiviridae",7351
"17354","NC_008040.1","RNA","ssRNA(+)","Redspotted grouper nervous necrosis virus","Redspotted grouper nervous necrosis virus","Betanodavirus","Nodaviridae",3105
"17355","NC_027924.1","DNA","dsDNA-RT","Atractylodes mild mottle virus","Caulimovirus maculatractylodei","Caulimovirus","Caulimoviridae",8105
"17356","NC_029906.1","RNA","ssRNA(+)","Barley virus G","Barley virus G","Polerovirus","Solemoviridae",5620
"17357","NC_076413.1","DNA","ssDNA(+/-)","Peafowl parvovirus 1","Chaphamaparvovirus galliform4","Chaphamaparvovirus","Parvoviridae",4428
"17358","NC_043433.1","DNA","ssDNA(+/-)","Sweet potato golden vein Korea virus","Sweet potato golden vein Korea virus","Begomovirus","Geminiviridae",2807
"17359","NC_026639.1","DNA","ssDNA(+/-)","Avon-Heathcote Estuary associated circular virus 13","Avon-Heathcote Estuary associated circular virus 13","Unknown","Circoviridae",2212
"17360","NC_070696.1","DNA","dsDNA","Streptococcus phage P7133","Streptococcus phage P7133","Moineauvirus","Aliceevansviridae",33284
"17361","NC_040405.1","RNA","dsRNA","Bat rotavirus","Bat rotavirus","Rotavirus","Sedoreoviridae",942
"17362","NC_004012.1","RNA","ssRNA(+)","Garlic virus E","Garlic virus E","Allexivirus","Alphaflexiviridae",8451
"17363","NC_051596.1","DNA","dsDNA","Mycobacterium phage Rando14","Kratiovirus rando14","Kratiovirus","Unknown",59925
"17364","NC_031932.1","DNA","dsDNA","Flavobacterium phage Fpv10","Flavobacterium phage Fpv10","Unknown","Unknown",42702
"17365","NC_076596.1","RNA","ssRNA(+)","Agaricus bisporus virus 2","Epsilonhypovirus agarici","Epsilonhypovirus","Hypoviridae",13871
"17366","NC_014072.1","DNA","ssDNA(-)","Torque teno felis virus","Etatorquevirus felid1","Etatorquevirus","Anelloviridae",2064
"17367","NC_016997.1","RNA","ssRNA(+)","Donggang virus","Donggang virus","Flavivirus","Flaviviridae",10791
"17368","NC_038306.1","RNA","ssRNA(+)","Coxsackievirus A2","Enterovirus A","Enterovirus","Picornaviridae",7398
"17369","NC_070912.1","DNA","dsDNA","Burkholderia phage PhiBP82.2","Burkholderia phage PhiBP82.2","Tigrvirus","Peduoviridae",36280
"17370","NC_076594.1","RNA","ssRNA","Agaricus bisporus virus 11","Alphafusarivirus portobelli","Alphafusarivirus","Fusariviridae",6981
"17371","NC_026634.1","DNA","ssDNA(+/-)","Avon-Heathcote Estuary associated circular virus 8","Avon-Heathcote Estuary associated circular virus 8","Unknown","Circoviridae",2184
"17372","NC_075441.1","RNA","ssRNA(-)","Wenling hoplichthys paramyxovirus","Hoplichthysvirus hoplichthysis","Hoplichthysvirus","Paramyxoviridae",15326
"17373","NC_033706.1","RNA","ssRNA(+)","Solanum nodiflorum mottle virus","Solanum nodiflorum mottle virus","Sobemovirus","Solemoviridae",4297
"17374","NC_032945.1","RNA","RNA","Beihai sobemo-like virus 7","Beihai sobemo-like virus 7","Unknown","Unknown",4711
"17375","NC_076774.1","RNA","ssRNA(+)","Plasmopara viticola lesion associated ourmia-like virus 44","Scleroulivirus alphaplasmoparae","Scleroulivirus","Botourmiaviridae",2884
"17376","NC_038523.1","DNA","dsDNA","Human papillomavirus 172","Gammapapillomavirus 22","Gammapapillomavirus","Papillomaviridae",7203
"17377","NC_074005.1","RNA","ssRNA(+)","ssRNA phage SRR7976301_3","Mihkrovirus pelocola","Mihkrovirus","Fiersviridae",3660
"17378","NC_055317.1","RNA","ssRNA(+/-)","Turuna virus","Phlebovirus turunaense","Phlebovirus","Phenuiviridae",4420
"17379","NC_075315.1","DNA","ssDNA","Alces alces faeces associated genomovirus MP157","Gemycircularvirus alces2","Gemycircularvirus","Genomoviridae",2162
"17380","NC_028494.1","RNA","dsRNA","Penicillium aurantiogriseum partitivirus 1","Penicillium aurantiogriseum partitivirus 1","Unknown","Partitiviridae",1576
"17381","NC_078984.1","RNA","RNA","Aphis citricidus bunyavirus","Aphis citricidus bunyavirus","Unknown","Phenuiviridae",3462
"17382","NC_043284.1","DNA","dsDNA","Bracoviriform flavipedis","Bracoviriform flavipedis","Bracoviriform","Polydnaviriformidae",873
"17383","NC_055476.1","DNA","ssDNA(+/-)","Malvastrum yellow vein Lahore virus","Malvastrum yellow vein Lahore virus","Begomovirus","Geminiviridae",2752
"17384","NC_001369.1","DNA","ssDNA(+/-)","Pepper huasteco yellow vein virus","Pepper huasteco yellow vein virus","Begomovirus","Geminiviridae",2589
"17385","NC_038330.1","RNA","ssRNA(+)","Desmodium yellow mottle virus","Tymovirus desmodii","Tymovirus","Tymoviridae",688
"17386","NC_043699.1","RNA","ssRNA(-)","Orthobunyavirus shuniense","Orthobunyavirus shuniense","Orthobunyavirus","Peribunyaviridae",6910
"17387","NC_027915.1","RNA","ssRNA(+)","Bellflower vein chlorosis virus","Waikavirus campanulae","Waikavirus","Secoviridae",11649
"17388","NC_034554.1","RNA","ssRNA(-)","Clo Mor virus","Orthonairovirus sakhalinense","Orthonairovirus","Nairoviridae",4414
"17389","NC_040588.1","RNA","dsRNA","Diatom colony associated dsRNA virus 15","Diatom colony associated dsRNA virus 15","Unknown","Endornaviridae",12940
"17390","NC_001467.1","DNA","ssDNA(+/-)","African cassava mosaic virus","African cassava mosaic virus","Begomovirus","Geminiviridae",2779
"17391","NC_038505.1","RNA","ssRNA(-)","Orthohantavirus negraense","Orthohantavirus negraense","Orthohantavirus","Hantaviridae",1904
"17392","NC_015939.1","RNA","ssRNA(+)","Sclerotinia sclerotiorum hypovirus 1","Sclerotinia sclerotiorum hypovirus 1","Hypovirus","Hypoviridae",10438
"17393","NC_034451.1","RNA","ssRNA(-)","Kern Canyon virus","Ledantevirus kern","Ledantevirus","Rhabdoviridae",11528
"17394","NC_078392.1","RNA","ssRNA(+)","Tomato fruit blotch virus","Blunervirus solani","Blunervirus","Kitaviridae",5811
"17395","NC_038287.1","RNA","ssRNA(-)","Vesiculovirus radi","Vesiculovirus radi","Vesiculovirus","Rhabdoviridae",11068
"17396","NC_079042.1","RNA","ssRNA(+)","Surrounding non-legume associated secovirus","Surrounding non-legume associated secovirus","Unknown","Secoviridae",5291
"17397","NC_073831.1","RNA","RNA","ssRNA phage SRR5466725_4","Rainacovirus pelenecus","Rainacovirus","Atkinsviridae",4308
"17398","NC_051662.1","DNA","dsDNA","Mycobacterium phage Gandalph","Cheoctovirus gandalph","Cheoctovirus","Unknown",54974
"17399","NC_048866.1","DNA","dsDNA","Salmonella phage bombadil","Epseptimavirus bombadil","Epseptimavirus","Demerecviridae",109539
"17400","NC_070918.1","DNA","dsDNA","Yersinia phage vB_YenM_31.17","Yersinia phage vB_YenM_31.17","Unknown","Peduoviridae",32949
"17401","NC_073765.1","RNA","RNA","ssRNA phage SRR7976299_3","Arihsbuvirus caenadaptatum","Arihsbuvirus","Atkinsviridae",3670
"17402","NC_034499.1","RNA","ssRNA(-)","Kaeng Khoi virus","Orthobunyavirus kaengkhoiense","Orthobunyavirus","Peribunyaviridae",6866
"17403","NC_077156.1","DNA","ssDNA(+/-)","Parvovirinae sp.","Parvovirinae sp.","Unknown","Parvoviridae",4322
"17404","NC_053000.1","DNA","dsDNA","Salmonella phage SeWh-1","Chivirus SeWh1","Chivirus","Casjensviridae",59878
"17405","NC_052991.1","DNA","dsDNA","Serratia phage KpYy 1 41","Chivirus KpYy141","Chivirus","Casjensviridae",54417
"17406","NC_074555.1","RNA","RNA","ssRNA phage SRR7976325_11","Nicedsevirus caenivivens","Nicedsevirus","Unknown",3861
"17407","NC_025962.1","DNA","dsDNA","Psittacine adenovirus 3","Psittacine atadenovirus A","Atadenovirus","Adenoviridae",31735
"17408","NC_023432.1","DNA","ssDNA","Dragonfly larvae associated circular virus-6","Dragonfly larvae associated circular virus-6","Unknown","Unknown",1700
"17409","NC_076659.1","RNA","ssRNA(+)","Fusarium graminearum hypovirus 1","Alphahypovirus fusarii","Alphahypovirus","Hypoviridae",13035
"17410","NC_031306.1","DNA","ssDNA(+/-)","Synedrella leaf curl virus","Synedrella leaf curl virus","Begomovirus","Geminiviridae",2749
"17411","NC_029995.1","DNA","ssDNA(+/-)","Tomato yellow leaf curl Shuangbai virus - [Y4536]","Tomato yellow leaf curl Shuangbai virus","Begomovirus","Geminiviridae",2748
"17412","NC_042049.1","DNA","dsDNA","Rhodobacter phage RcCronus","Cronusvirus cronus","Cronusvirus","Unknown",35985
"17413","NC_032845.1","RNA","RNA","Changjiang picorna-like virus 5","Changjiang picorna-like virus 5","Unknown","Unknown",9182
"17414","NC_026664.1","DNA","ssDNA(-)","Simian torque teno virus 32","Alphatorquevirus cerco5","Alphatorquevirus","Anelloviridae",3812
"17415","NC_055464.1","DNA","ssDNA(+/-)","Croton golden mosaic virus","Croton golden mosaic virus","Begomovirus","Geminiviridae",2613
"17416","NC_028965.1","DNA","dsDNA","Mycobacterium phage Pioneer","Mycobacterium phage Pioneer","Fromanvirus","Unknown",53219
"17417","NC_055840.1","DNA","dsDNA","Agrobacterium phage OLIVR1","Oliverunavirus OLIVR1","Oliverunavirus","Schitoviridae",75576
"17418","NC_009001.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",4461
"17419","NC_076118.1","DNA","ssDNA","Malvastrum yellow vein Yunnan virus satellite DNA beta","Malvastrum yellow vein Yunnan virus satellite DNA beta","Betasatellite","Tolecusatellitidae",1342
"17420","NC_024304.1","DNA","ssDNA(+/-)","Solanum mosaic Bolivia virus","Solanum mosaic Bolivia virus","Begomovirus","Geminiviridae",2602
"17421","NC_054894.1","DNA","dsDNA","Escherichia phage Henu7","Henuseptimavirus henu7","Henuseptimavirus","Drexlerviridae",49526
"17422","NC_078406.1","RNA","RNA","Grapevine Garan dmak virus","Rubodvirus armeniaense","Rubodvirus","Phenuiviridae",1612
"17423","NC_038588.1","RNA","dsRNA","Eubenangee virus","Eubenangee virus","Orbivirus","Sedoreoviridae",2958
"17424","NC_039233.1","DNA","ssDNA","Vernonia yellow vein Fujian alphasatellite","Vernonia yellow vein Fujian alphasatellite","Gosmusatellite","Alphasatellitidae",1361
"17425","NC_021483.1","DNA","dsDNA","Human papillomavirus 154","Gammapapillomavirus 11","Gammapapillomavirus","Papillomaviridae",7286
"17426","NC_034248.1","DNA","dsDNA","Rhizobium phage RHEph10","Rhizobium phage RHEph10","Unknown","Unknown",115042
"17427","NC_048018.1","DNA","dsDNA","Gordonia phage Apricot","Apricotvirus apricot","Apricotvirus","Unknown",52195
"17428","NC_001490.1","RNA","ssRNA(+)","rhinovirus B14","Rhinovirus B","Enterovirus","Picornaviridae",7212
"17429","NC_012909.1","RNA","ssRNA(+)","Lettuce chlorosis virus","Lettuce chlorosis virus","Crinivirus","Closteroviridae",8591
"17430","NC_043408.1","RNA","ssRNA(-)","Necocli virus","Orthohantavirus necocliense","Orthohantavirus","Hantaviridae",3637
"17431","NC_075376.1","DNA","ssDNA(-)","Anelloviridae sp.","Anelloviridae sp.","Unknown","Anelloviridae",2691
"17432","NC_078772.1","RNA","ssRNA(-)","Sinu virus","Thogotovirus sinuense","Thogotovirus","Orthomyxoviridae",1009
"17433","NC_011317.1","DNA","ssDNA(+/-)","Anopheles gambiae densovirus","Brevihamaparvovirus dipteran1","Brevihamaparvovirus","Parvoviridae",4139
"17434","NC_031235.1","DNA","dsDNA","Cyanophage S-RIM32","Bristolvirus rhodeisland","Bristolvirus","Kyanoviridae",194437
"17435","NC_069752.1","DNA","dsDNA","Pseudomonas phage PSV3","Pseudomonas phage PSV3","Septimatrevirus","Unknown",40244
"17436","NC_074638.1","DNA","dsDNA","Methanophagales virus PBV299","Kisinvirus pescaderoense","Kisinvirus","Ahpuchviridae",71075
"17437","NC_034270.1","RNA","dsRNA","Botryosphaeria dothidea chrysovirus 1","Betachrysovirus botryosphaeriae","Betachrysovirus","Chrysoviridae",2574
"17438","NC_026247.1","RNA","ssRNA(+/-)","Mammarenavirus gairoense","Mammarenavirus gairoense","Mammarenavirus","Arenaviridae",7264
"17439","NC_002797.1","RNA","dsRNA","Discula destructiva virus 1","Discula destructiva virus 1","Gammapartitivirus","Partitiviridae",1787
"17440","NC_049475.1","DNA","dsDNA","Lactococcus phage P656","Skunavirus P656","Skunavirus","Unknown",28396
"17441","NC_041849.1","DNA","dsDNA","Streptomyces phage phiELB20","Arequatrovirus ELB20","Arequatrovirus","Unknown",51160
"17442","NC_055899.1","DNA","dsDNA","uncultured phage cr124_1","Burzaovirus faecalis","Burzaovirus","Suoliviridae",101532
"17443","NC_048629.1","DNA","dsDNA","Clostridium phage CpV1","Capvunavirus CpV1","Capvunavirus","Guelinviridae",16748
"17444","NC_010670.1","RNA","dsRNA","Cypovirus 5","Cypovirus 5","Cypovirus","Spinareoviridae",4123
"17445","NC_073429.1","DNA","dsDNA","Microbacterium phage Celaena","Microbacterium phage Celaena","Dismasvirus","Unknown",42169
"17446","NC_076381.1","RNA","ssRNA(+)","Penicillium sumatrense ourmia-like virus 1","Penicillium penoulivirus","Penoulivirus","Botourmiaviridae",2976
"17447","NC_019518.1","DNA","dsDNA","Vibrio phage vB_VchM-138","Vibrio phage vB_VchM-138","Unknown","Unknown",44485
"17448","NC_076604.1","RNA","ssRNA(+)","Fusarium boothii mitovirus 1","Duamitovirus fubo1","Duamitovirus","Mitoviridae",2802
"17449","NC_008991.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",5328
"17450","NC_043123.1","RNA","ssRNA(+)","Barley yellow dwarf virus kerIII","Luteovirus kertrihordei","Luteovirus","Tombusviridae",4625
"17451","NC_077806.1","RNA","ssRNA(+/-)","Mammarenavirus choriomeningitidis","Mammarenavirus choriomeningitidis","Mammarenavirus","Arenaviridae",7228
"17452","NC_007637.1","DNA","dsDNA","Escherichia phage K1E","Vectrevirus K1E","Vectrevirus","Autographiviridae",45251
"17453","NC_019525.1","DNA","dsDNA","Bdellovibrio phage phi1422","Bdellovibrio phage phi1422","Unknown","Unknown",45354
"17454","NC_011273.1","DNA","dsDNA","Mycobacterium phage Myrna","Myrnavirus myrna","Myrnavirus","Unknown",164602
"17455","NC_033139.1","RNA","RNA","Sanxia water strider virus 16","Sanxia water strider virus 16","Unknown","Unknown",3108
"17456","NC_076363.1","DNA","ssDNA","Capybara genomovirus 6","Gemygorvirus hydro1","Gemygorvirus","Genomoviridae",2183
"17457","NC_041893.1","DNA","dsDNA","Propionibacterium phage Doucette","Doucettevirus doucette","Doucettevirus","Unknown",37429
"17458","NC_055206.1","RNA","ssRNA(-)","Tahyna virus","Orthobunyavirus tahynaense","Orthobunyavirus","Peribunyaviridae",978
"17459","NC_001884.1","DNA","dsDNA","Bacillus phage SPBc2","Spbetavirus SPbeta","Spbetavirus","Unknown",134416
"17460","NC_055445.1","RNA","ssRNA(+/-)","Veterinary Pathology Zurich virus 1","Hartmanivirus turici","Hartmanivirus","Arenaviridae",3433
"17461","NC_038344.1","DNA","ssDNA(-)","Torque teno virus 29","Alphatorquevirus homin29","Alphatorquevirus","Anelloviridae",3676
"17462","NC_026942.1","DNA","dsDNA","Sheep polyomavirus 1","Sheep polyomavirus 1","Unknown","Polyomaviridae",5132
"17463","NC_040493.1","RNA","RNA","Kaisodi virus","Uukuvirus kaisodiense","Uukuvirus","Phenuiviridae",3232
"17464","NC_001586.1","DNA","dsDNA","Human papillomavirus type 32","Alphapapillomavirus 1","Alphapapillomavirus","Papillomaviridae",7961
"17465","NC_055420.1","RNA","ssRNA(+/-)","Icoaraci virus","Phlebovirus icoaraciense","Phlebovirus","Phenuiviridae",6423
"17466","NC_020066.1","DNA","dsDNA","Otomops polyomavirus KY156","Alphapolyomavirus secomartiensseni","Alphapolyomavirus","Polyomaviridae",4914
"17467","NC_020084.1","DNA","dsDNA","Equus caballus papillomavirus 5","Dyoiotapapillomavirus 2","Dyoiotapapillomavirus","Papillomaviridae",7519
"17468","NC_054675.1","DNA","dsDNA","Streptomyces phage Saftant","Camvirus saftant","Camvirus","Unknown",48883
"17469","NC_011217.1","DNA","dsDNA","Sulfolobus spindle-shaped virus 5","Sulfolobus spindle-shaped virus 5","Alphafusellovirus","Fuselloviridae",15330
"17470","NC_013396.1","RNA","dsRNA","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey)","Epizootic hemorrhagic disease virus","Orbivirus","Sedoreoviridae",3942
"17471","NC_048718.1","DNA","dsDNA","Paenibacillus phage Jacopo","Fernvirus jacopo","Fernvirus","Unknown",38526
"17472","NC_026423.1","RNA","ssRNA(-)","Influenza A virus (A/Shanghai/02/2013(H7N9))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",2297
"17473","NC_075996.1","DNA","ssDNA(+/-)","Human PoSCV5-like circular virus","Human PoSCV5-like circular virus","Unknown","Circoviridae",3018
"17474","NC_055718.1","DNA","dsDNA","Escherichia phage phiC120","Mosigvirus c120","Mosigvirus","Straboviridae",186570
"17475","NC_077196.1","DNA","ssDNA(+/-)","Dipodfec virus UA23Rod_1805","Dipodfec virus UA23Rod_1805","Cyclovirus","Circoviridae",1805
"17476","NC_032173.1","RNA","RNA","Hubei sobemo-like virus 43","Hubei sobemo-like virus 43","Unknown","Unknown",2645
"17477","NC_028239.1","RNA","ssRNA(-)","Koolpinyah virus","Ephemerovirus koolpinyah","Ephemerovirus","Rhabdoviridae",16133
"17478","NC_076692.1","DNA","dsDNA","Dione juno nucleopolyhedrovirus","Alphabaculovirus dijunonis","Alphabaculovirus","Baculoviridae",122075
"17479","NC_015453.1","DNA","dsDNA","Propionibacterium phage PAS50","Pahexavirus PAS50","Pahexavirus","Unknown",29017
"17480","NC_019911.2","DNA","dsDNA","Yersinia phage phi80-18","Pokrovskaiavirus pv8018","Pokrovskaiavirus","Autographiviridae",42406
"17481","NC_030751.1","RNA","ssRNA(-)","Wuhan Insect virus 2","Wuhivirus insecti","Wuhivirus","Phasmaviridae",1700
"17482","NC_048113.1","DNA","dsDNA","Salmonella phage Lumpael","Murrayvirus lumpael","Murrayvirus","Unknown",41126
"17483","NC_071031.1","DNA","dsDNA","Arthrobacter phage KeAlii","Arthrobacter phage KeAlii","Manhattanvirus","Unknown",41850
"17484","NC_008956.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",3153
"17485","NC_033325.1","RNA","RNA","Hubei Wuhan insect virus 9","Hubei Wuhan insect virus 9","Unknown","Unknown",3250
"17486","NC_004812.1","DNA","dsDNA","Macacine alphaherpesvirus 1","Simplexvirus macacinealpha1","Simplexvirus","Orthoherpesviridae",156789
"17487","NC_024704.1","RNA","RNA","Cladosporium cladosporioides virus 1","Cladosporium cladosporioides polymycovirus 1","Polymycovirus","Polymycoviridae",2434
"17488","NC_030663.1","RNA","ssRNA(-)","Emaravirus toordali","Emaravirus toordali","Emaravirus","Fimoviridae",1491
"17489","NC_076172.1","DNA","ssDNA","Chlorocebus cynosuros associated smacovirus","Chlorocebus cynosuros associated smacovirus","Unknown","Unknown",2617
"17490","NC_024391.1","DNA","dsDNA","Staphylococcus phage DW2","Staphylococcus phage DW2","Phietavirus","Unknown",41941
"17491","NC_038324.1","RNA","ssRNA(+)","Melon yellowing-associated virus","Melon yellowing-associated virus","Carlavirus","Betaflexiviridae",9073
"17492","NC_023882.1","DNA","dsDNA","Equus asinus papillomavirus 1","Dyochipapillomavirus 1","Dyochipapillomavirus","Papillomaviridae",7467
"17493","NC_003704.1","RNA","dsRNA","Eyach virus","Eyach coltivirus","Coltivirus","Spinareoviridae",1884
"17494","NC_048815.1","DNA","dsDNA","Gordonia phage Sadboi","Lambovirus sadboi","Lambovirus","Unknown",67485
"17495","NC_076725.1","RNA","ssRNA(+)","Trichoderma harzianum hypovirus 1","Trichoderma harzianum hypovirus 1","Hypovirus","Hypoviridae",11251
"17496","NC_043292.1","DNA","dsDNA","Bracoviriform glomeratae","Bracoviriform glomeratae","Bracoviriform","Polydnaviriformidae",426
"17497","NC_008859.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",2262
"17498","NC_012126.1","DNA","ssDNA(-)","Torque teno zalophus virus 1","Sigmatorquevirus otari1","Sigmatorquevirus","Anelloviridae",2140
"17499","NC_028392.1","RNA","ssRNA(+)","Shuangao insect virus 7","Shuangao insect virus 7","Unknown","Unknown",2670
"17500","NC_017698.1","DNA","dsDNA","Lactococcus phage ASCC465","Skunavirus ASCC465","Skunavirus","Unknown",31772
"17501","NC_006268.1","DNA","dsDNA","Sulfolobus virus STSV1","Sulfolobus virus STSV1","Unknown","Bicaudaviridae",75294
"17502","NC_014073.1","DNA","ssDNA(-)","Torque teno virus 28","Torque teno virus 28","Alphatorquevirus","Anelloviridae",3629
"17503","NC_043561.1","RNA","ssRNA(-)","Leanyer virus","Orthobunyavirus leanyerense","Orthobunyavirus","Peribunyaviridae",4505
"17504","NC_078080.1","RNA","ssRNA(+/-)","Pena Blanca virus","Phlebovirus penablancaense","Phlebovirus","Phenuiviridae",1738
"17505","NC_006013.2","RNA","dsRNA","Bluetongue virus","Bluetongue virus","Orbivirus","Sedoreoviridae",2921
"17506","NC_076326.1","DNA","ssDNA","Genomoviridae sp.","Genomoviridae sp.","Unknown","Genomoviridae",2160
"17507","NC_015132.1","RNA","dsRNA","Avian orthoreovirus","Avian orthoreovirus","Orthoreovirus","Spinareoviridae",1645
"17508","NC_047938.1","DNA","dsDNA","Escherichia phage SECphi27","Warwickvirus SECphi27","Warwickvirus","Drexlerviridae",51811
"17509","NC_021856.1","DNA","dsDNA","Bacillus phage phiNIT1","Nitunavirus NIT1","Nitunavirus","Herelleviridae",155631
"17510","NC_076039.1","RNA","ssRNA(+)","Bat picornavirus","Shanbavirus A","Shanbavirus","Picornaviridae",6624
"17511","NC_007015.1","RNA","ssRNA-RT","Ovine enzootic nasal tumor virus","Ovine enzootic nasal tumor virus","Betaretrovirus","Retroviridae",7434
"17512","NC_073335.1","DNA","dsDNA","Arthrobacter phage DevitoJr","Arthrobacter phage DevitoJr","Gordonvirus","Unknown",58044
"17513","NC_078309.1","RNA","ssRNA(-)","Niukluk phantom virus","Orthophasmavirus niuklukense","Orthophasmavirus","Phasmaviridae",6916
"17514","NC_078698.1","RNA","ssRNA(+/-)","Kwanza virus","Mammarenavirus kwanzaense","Mammarenavirus","Arenaviridae",7216
"17515","NC_028760.1","DNA","dsDNA","Klebsiella phage KLPN1","Webervirus KLPN1","Webervirus","Drexlerviridae",49037
"17516","NC_037057.1","DNA","dsDNA","Dishui lake phycodnavirus 1","Dishui lake phycodnavirus 1","Prasinovirus","Phycodnaviridae",181035
"17517","NC_076843.1","RNA","ssRNA(-)","Botrytis cinerea negative-stranded RNA virus 3","Sclerotimonavirus alphabotrytidis","Sclerotimonavirus","Mymonaviridae",9875
"17518","NC_054936.1","DNA","dsDNA","Salmonella phage SG1","Tequatrovirus sgallinarium","Tequatrovirus","Straboviridae",169805
"17519","NC_010348.1","RNA","dsRNA","Rose cryptic virus 1","Rose cryptic virus 1","Unknown","Partitiviridae",1446
"17520","NC_030697.1","RNA","ssRNA(+)","Picornavirales Bu-3","Picornavirales Bu-3","Unknown","Unknown",9808
"17521","NC_044955.1","DNA","dsDNA","African swine fever virus","African swine fever virus","Asfivirus","Asfarviridae",184638
"17522","NC_003836.1","RNA","ssRNA(+)","Tomato aspermy virus","Tomato aspermy virus","Cucumovirus","Bromoviridae",2386
"17523","NC_026663.1","DNA","ssDNA(-)","Simian torque teno virus 30","Alphatorquevirus cerco1","Alphatorquevirus","Anelloviridae",3612
"17524","NC_032631.1","RNA","RNA","Beihai picorna-like virus 122","Beihai picorna-like virus 122","Unknown","Unknown",7981
"17525","NC_032773.1","RNA","RNA","Changjiang picorna-like virus 14","Changjiang picorna-like virus 14","Unknown","Unknown",9296
"17526","NC_061438.1","DNA","dsDNA","Pseudomonas phage F_ET309sp/Pa1651","Pseudomonas phage F_ET309sp/Pa1651","Casadabanvirus","Unknown",37414
"17527","NC_074111.1","RNA","ssRNA(+)","ssRNA phage SRR7976310_5","Tahluvirus peladaptatum","Tahluvirus","Fiersviridae",4313
"17528","NC_073749.1","DNA","ssDNA(+)","Vibrio phage pre-CTX","Vibrio phage pre-CTX","Unknown","Inoviridae",5215
"17529","NC_070660.1","DNA","dsDNA","Streptococcus phage CHPC1036","Streptococcus phage CHPC1036","Moineauvirus","Aliceevansviridae",36333
"17530","NC_010314.1","DNA","ssDNA(+)","Abaca bunchy top virus","Abaca bunchy top virus","Babuvirus","Nanoviridae",1090
"17531","NC_076988.1","RNA","ssRNA(-)","Belostoma flumineum mononega-like virus","Belostoma flumineum mononega-like virus","Unknown","Unknown",6708
"17532","NC_048841.1","DNA","dsDNA","Flavobacterium phage vB_FspS_snusmum6-1","Muminvirus snusmum","Muminvirus","Unknown",39365
"17533","NC_055764.1","DNA","dsDNA","Gordonia phage Skysand","Skysandvirus skysand","Skysandvirus","Zierdtviridae",67359
"17534","NC_025834.1","DNA","ssDNA(+/-)","Switchgrass mosaic-associated virus 1","Switchgrass mosaic-associated virus","Mastrevirus","Geminiviridae",2739
"17535","NC_025217.1","RNA","ssRNA(+)","Bat Hp-betacoronavirus/Zhejiang2013","Bat Hp-betacoronavirus Zhejiang2013","Betacoronavirus","Coronaviridae",31491
"17536","NC_025366.1","RNA","dsRNA","Ustilaginoidea virens RNA virus L","Ustilaginoidea virens RNA virus L","Victorivirus","Totiviridae",5654
"17537","NC_015521.1","RNA","ssRNA(+)","Cutthroat trout virus","Piscihepevirus heenan","Piscihepevirus","Hepeviridae",7310
"17538","NC_043596.1","RNA","ssRNA(-)","Utinga virus","Orthobunyavirus utingaense","Orthobunyavirus","Peribunyaviridae",918
"17539","NC_035185.1","DNA","ssDNA(+/-)","Dromedary camel bocaparvovirus 2","Bocaparvovirus ungulate8","Bocaparvovirus","Parvoviridae",5189
