"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"6606","NC_026829.2","RNA","dsRNA","Rotavirus I","Rotavirus I","Rotavirus","Sedoreoviridae",1278
"6607","NC_038853.1","RNA","ssRNA(-)","Emaravirus cercidis","Emaravirus cercidis","Emaravirus","Fimoviridae",1513
"6608","NC_032643.1","RNA","RNA","Beihai picorna-like virus 41","Beihai picorna-like virus 41","Unknown","Unknown",9261
"6609","NC_033041.1","RNA","RNA","Wenzhou picorna-like virus 20","Wenzhou picorna-like virus 20","Unknown","Unknown",8476
"6610","NC_022518.1","RNA","ssRNA-RT","Human endogenous retrovirus K113","Human endogenous retrovirus K","Unknown","Retroviridae",9472
"6611","NC_039209.1","RNA","ssRNA(+)","Equine rhinitis A virus","Equine rhinitis A virus","Aphthovirus","Picornaviridae",7782
"6612","NC_002549.1","RNA","ssRNA(-)","Zaire ebolavirus","Orthoebolavirus zairense","Orthoebolavirus","Filoviridae",18959
"6613","NC_073972.1","RNA","ssRNA(+)","ssRNA phage SRR6050738_3","Kahfsdivirus asiovicinum","Kahfsdivirus","Fiersviridae",4027
"6614","NC_034465.1","RNA","ssRNA(-)","Nova virus","Mobatvirus novaense","Mobatvirus","Hantaviridae",6563
"6615","NC_014242.1","RNA","dsRNA","Broome reovirus","Broome orthoreovirus","Orthoreovirus","Spinareoviridae",1316
"6616","NC_074384.1","RNA","RNA","ssRNA phage Esthiorhiza.2_22","Huhbevirus solivivens","Huhbevirus","Steitzviridae",3965
"6617","NC_043409.1","RNA","ssRNA(-)","Necocli virus","Orthohantavirus necocliense","Orthohantavirus","Hantaviridae",1960
"6618","NC_034466.1","RNA","ssRNA(-)","Fugong virus","Orthohantavirus fugongense","Orthohantavirus","Hantaviridae",3630
"6619","NC_034534.1","RNA","ssRNA(-)","Rochambeau virus","Curiovirus rochambeau","Curiovirus","Rhabdoviridae",13593
"6620","NC_078951.1","RNA","ssRNA(-)","Bushbush virus","Orthobunyavirus bushbushense","Orthobunyavirus","Peribunyaviridae",6945
"6621","NC_003669.1","RNA","ssRNA(+)","Pepper ringspot virus","Pepper ringspot virus","Tobravirus","Virgaviridae",6828
"6622","NC_074471.1","RNA","RNA","ssRNA phage Gerhypos.4_9","Pujohnavirus geoenecus","Pujohnavirus","Steitzviridae",4283
"6623","NC_038918.1","RNA","dsRNA","Ophiostoma partitivirus 1","Ophiostoma partitivirus 1","Gammapartitivirus","Partitiviridae",1744
"6624","NC_073814.1","RNA","RNA","ssRNA phage SRR6960803_1","Monekavirus asiovivens","Monekavirus","Atkinsviridae",3679
"6625","NC_021097.1","RNA","dsRNA","Red clover cryptic virus 2","Red clover cryptic virus 2","Betapartitivirus","Partitiviridae",2353
"6626","NC_028251.1","RNA","dsRNA","Rosellinia necatrix partitivirus 6","Rosellinia necatrix partitivirus 6","Betapartitivirus","Partitiviridae",2462
"6627","NC_040447.1","RNA","dsRNA","Daphnis nerii cypovirus","Daphnis nerii cypovirus","Cypovirus","Spinareoviridae",3316
"6628","NC_037661.1","RNA","ssRNA","Botrytis cinerea fusarivirus 1-S1","Betafusarivirus sinensis","Betafusarivirus","Fusariviridae",3482
"6629","NC_004211.1","RNA","dsRNA","Banna virus strain JKT-6423","Banna virus","Seadornavirus","Sedoreoviridae",3747
"6630","NC_038670.1","RNA","ssRNA(+)","Cabassou virus","Cabassou virus","Alphavirus","Togaviridae",11385
"6631","NC_010706.1","RNA","dsRNA","Ceratocystis polonica partitivirus","Ceratocystis resinifera virus 1","Betapartitivirus","Partitiviridae",2252
"6632","NC_002251.1","RNA","ssRNA(-)","Cytorhabdovirus gramineae","Cytorhabdovirus gramineae","Cytorhabdovirus","Rhabdoviridae",13222
"6633","NC_034242.1","RNA","ssRNA(+)","Ochlerotatus caspius flavivirus","Ochlerotatus caspius flavivirus","Flavivirus","Flaviviridae",10370
"6634","NC_032448.1","RNA","RNA","Beihai narna-like virus 13","Beihai narna-like virus 13","Unknown","Unknown",2785
"6635","NC_004423.1","RNA","ssRNA(+)","Broad bean necrosis virus","Broad bean necrosis virus","Pomovirus","Virgaviridae",5600
"6636","NC_043481.1","RNA","ssRNA(-)","Pidgey virus","Pidchovirus pidgei","Pidchovirus","Phenuiviridae",3850
"6637","NC_077143.1","RNA","ssRNA(+)","Heterobasidion ourmia-like virus 1","Heterobasidion ourmia-like virus 1","Unknown","Botourmiaviridae",2532
"6638","NC_055056.1","RNA","ssRNA(+)","ssRNA phage LeviOr01","Pepevirus spumicola","Pepevirus","Fiersviridae",3669
"6639","NC_033788.1","RNA","dsRNA","Orbivirus SX-2017a","Orbivirus SX-2017a","Orbivirus","Sedoreoviridae",1165
"6640","NC_073966.1","RNA","ssRNA(+)","ssRNA phage SRR6253161_1","Iruqauvirus pelocola","Iruqauvirus","Fiersviridae",3903
"6641","NC_006059.1","RNA","ssRNA(+)","Zygocactus virus X","Zygocactus virus X","Potexvirus","Alphaflexiviridae",6624
"6642","NC_078447.1","RNA","ssRNA(-)","Grapevine associated cogu-like virus 4","Laulavirus gammaviticulum","Laulavirus","Phenuiviridae",2250
"6643","NC_032928.1","RNA","RNA","Shahe picorna-like virus 11","Shahe picorna-like virus 11","Unknown","Unknown",9081
"6644","NC_040530.1","RNA","dsRNA","Eimeria stiedai RNA virus 1","Eimeria stiedai RNA virus 1","Unknown","Totiviridae",6219
"6645","NC_078905.1","RNA","ssRNA(-)","San Juan virus","Alajuela orthobunyavirus","Orthobunyavirus","Peribunyaviridae",1230
"6646","NC_010661.1","RNA","dsRNA","Cypovirus 5","Cypovirus 5","Cypovirus","Spinareoviridae",883
"6647","NC_022896.1","RNA","ssRNA(+)","Sclerotinia sclerotiorum hypovirus 2","Thetahypovirus sclerotiniae","Thetahypovirus","Hypoviridae",14581
"6648","NC_014730.1","RNA","ssRNA(+)","Cowpea mild mottle virus","Cowpea mild mottle virus","Carlavirus","Betaflexiviridae",8127
"6649","NC_073898.1","RNA","ssRNA(+)","ssRNA phage Gerhypos.4_61","Cahrpivirus humenecus","Cahrpivirus","Fiersviridae",3556
"6650","NC_001658.1","RNA","ssRNA(+)","Cassava common mosaic virus","Cassava common mosaic virus","Potexvirus","Alphaflexiviridae",6376
"6651","NC_008516.1","RNA","ssRNA(+)","White bream virus","White bream virus","Bafinivirus","Tobaniviridae",26660
"6652","NC_040481.1","RNA","dsRNA","Guangxi orbivirus","Guangxi orbivirus","Orbivirus","Sedoreoviridae",1847
"6653","NC_004216.1","RNA","dsRNA","Kadipiro virus","Kadipiro virus","Seadornavirus","Sedoreoviridae",1670
"6654","NC_077057.1","RNA","ssRNA(+)","Macrophomina phaseolina hypovirus 2","Macrophomina phaseolina hypovirus 2","Unknown","Hypoviridae",13299
"6655","NC_001608.3","RNA","ssRNA(-)","Orthomarburgvirus marburgense","Orthomarburgvirus marburgense","Orthomarburgvirus","Filoviridae",19111
"6656","NC_074388.1","RNA","RNA","ssRNA phage Gephyllon.2_2","Hylipavirus geovicinum","Hylipavirus","Steitzviridae",3899
"6657","NC_034452.1","RNA","dsRNA","Picobirnavirus green monkey/KNA/2015","Picobirnavirus green monkey/KNA/2015","Picobirnavirus","Picobirnaviridae",1707
"6658","NC_026283.1","RNA","ssRNA(-)","Maprik virus","Orthobunyavirus maprikense","Orthobunyavirus","Peribunyaviridae",4359
"6659","NC_018400.1","RNA","ssRNA(+)","gallivirus A1","Gallivirus A","Gallivirus","Picornaviridae",8496
"6660","NC_055243.1","RNA","dsRNA","Kundal virus","Kundal coltivirus","Coltivirus","Spinareoviridae",963
"6661","NC_076903.1","RNA","ssRNA(+)","Botryosphaeria dothidea mitovirus 1","Duamitovirus bodo1","Duamitovirus","Mitoviridae",2667
"6662","NC_022230.1","RNA","ssRNA(+)","Tomato mottle mosaic virus","Tomato mottle mosaic virus","Tobamovirus","Virgaviridae",6398
"6663","NC_078056.1","RNA","ssRNA(+/-)","Uriurana virus","Phlebovirus uriuranaense","Phlebovirus","Phenuiviridae",4203
"6664","NC_074139.1","RNA","ssRNA(+)","ssRNA phage SRR7976356_6","Yemegivirus asiovivens","Yemegivirus","Fiersviridae",3509
"6665","NC_038864.1","RNA","ssRNA(+)","Garlic mite-borne filamentous virus","Garlic mite-borne filamentous virus","Allexivirus","Alphaflexiviridae",762
"6666","NC_003832.1","RNA","ssRNA(+/-)","Orthotospovirus citrullomaculosi","Orthotospovirus citrullomaculosi","Orthotospovirus","Tospoviridae",8917
"6667","NC_014244.1","RNA","dsRNA","Broome reovirus","Broome orthoreovirus","Orthoreovirus","Spinareoviridae",1203
"6668","NC_030405.1","RNA","dsRNA","Etheostoma fonticola aquareovirus","Etheostoma fonticola aquareovirus","Aquareovirus","Spinareoviridae",3947
"6669","NC_038748.1","RNA","ssRNA(-)","Tenuivirus persotritici","Tenuivirus persotritici","Tenuivirus","Phenuiviridae",3469
"6670","NC_008029.1","RNA","ssRNA(+)","Homalodisca coagulata virus 1","Triatovirus hocoagulatae","Triatovirus","Dicistroviridae",9345
"6671","NC_034476.1","RNA","ssRNA(-)","Oriboca virus","Orthobunyavirus oribocaense","Orthobunyavirus","Peribunyaviridae",1032
"6672","NC_055657.1","RNA","dsRNA","Chrysothrix chrysovirus 1","Alphachrysovirus chrysothricis","Alphachrysovirus","Chrysoviridae",2760
"6673","NC_033029.1","RNA","RNA","Changjiang sobemo-like virus 2","Changjiang sobemo-like virus 2","Unknown","Unknown",6056
"6674","NC_073817.1","RNA","RNA","ssRNA phage SRR7976356_1","Niginuvirus limadaptatum","Niginuvirus","Atkinsviridae",3592
"6675","NC_077801.1","RNA","ssRNA(+)","Peach leaf pitting-associated virus","Fabavirus persicae","Fabavirus","Secoviridae",6357
"6676","NC_075022.1","RNA","ssRNA(+)","Venezuelan equine encephalitis virus","Venezuelan equine encephalitis virus","Alphavirus","Togaviridae",11447
"6677","NC_032495.1","RNA","RNA","Beihai paphia shell virus 4","Beihai paphia shell virus 4","Unknown","Unknown",9840
"6678","NC_043117.1","RNA","ssRNA(+)","Sal Vieja virus","Orthoflavivirus viejaense","Orthoflavivirus","Flaviviridae",1011
"6679","NC_040543.1","RNA","ssRNA(+)","Chenopodium quinoa mitovirus 1","Duamitovirus chqu1","Duamitovirus","Mitoviridae",2730
"6680","NC_040670.1","RNA","dsRNA","Culex tritaeniorhynchus totivirus","Culex tritaeniorhynchus totivirus","Unknown","Totiviridae",7624
"6681","NC_074435.1","RNA","RNA","ssRNA phage Gephyllon.4_14","Mocruvirus chthonocola","Mocruvirus","Steitzviridae",3662
"6682","NC_074268.1","RNA","RNA","ssRNA phage Gerhypos.4_24","Bahnicevirus telluricola","Bahnicevirus","Steitzviridae",3966
"6683","NC_055057.1","RNA","ssRNA(+)","Leviviridae sp.","Leviviridae sp.","Unknown","Fiersviridae",3776
"6684","NC_003608.1","RNA","ssRNA(+)","Hibiscus chlorotic ringspot virus","Betacarmovirus hibisci","Betacarmovirus","Tombusviridae",3911
"6685","NC_074361.1","RNA","RNA","ssRNA phage SRR6255733_4","Hohrdovirus caenivivens","Hohrdovirus","Steitzviridae",4393
"6686","NC_033471.1","RNA","RNA","Wuhan insect virus 18","Wuhan insect virus 18","Unknown","Unknown",2714
"6687","NC_038600.1","RNA","dsRNA","Lebombo virus","Lebombo virus","Orbivirus","Sedoreoviridae",3017
"6688","NC_074298.1","RNA","RNA","ssRNA phage SRR5466338_5","Garnievirus lutivivens","Garnievirus","Steitzviridae",3806
"6689","NC_037096.1","RNA","dsRNA","Pepper cryptic virus 1","Pepper cryptic virus 1","Deltapartitivirus","Partitiviridae",1512
"6690","NC_007375.1","RNA","ssRNA(-)","Influenza A virus (A/Korea/426/1968(H2N2))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",2341
"6691","NC_033047.1","RNA","RNA","Beihai weivirus-like virus 4","Beihai weivirus-like virus 4","Unknown","Unknown",4692
"6692","NC_026018.1","RNA","ssRNA(+/-)","Mammarenavirus wenzhouense","Mammarenavirus wenzhouense","Mammarenavirus","Arenaviridae",3337
"6693","NC_024498.1","RNA","ssRNA(+)","Bovine astrovirus CH13","Bovine astrovirus CH13","Unknown","Astroviridae",6530
"6694","NC_033209.1","RNA","RNA","Sanxia picorna-like virus 4","Sanxia picorna-like virus 4","Unknown","Unknown",7388
"6695","NC_076416.1","RNA","ssRNA(-)","Mivirus sp.","Mivirus sp.","Mivirus","Chuviridae",11272
"6696","NC_015552.1","RNA","ssRNA(+)","Passion fruit mosaic virus","Passion fruit mosaic virus","Tobamovirus","Virgaviridae",6791
"6697","NC_027533.1","RNA","dsRNA","Wad Medani virus","Wad Medani virus","Orbivirus","Sedoreoviridae",3944
"6698","NC_003987.1","RNA","ssRNA(+)","Porcine sapelovirus 1","Sapelovirus A","Sapelovirus","Picornaviridae",7491
"6699","NC_078264.1","RNA","ssRNA(-)","Grotenhout virus","Norwavirus grotenhoutense","Norwavirus","Nairoviridae",3728
"6700","NC_027555.1","RNA","dsRNA","Chobar Gorge virus","Chobar Gorge virus","Orbivirus","Sedoreoviridae",1944
"6701","NC_033448.1","RNA","RNA","Wuhan Millipede virus 4","Wuhan Millipede virus 4","Unknown","Unknown",1656
"6702","NC_076599.1","RNA","ssRNA(+)","Fusarium poae hypovirus 1","Epsilonhypovirus japonicum","Epsilonhypovirus","Hypoviridae",12795
"6703","NC_039189.1","RNA","ssRNA(-)","Parrot bornavirus 1","Orthobornavirus alphapsittaciforme","Orthobornavirus","Bornaviridae",8902
"6704","NC_039185.1","RNA","ssRNA(-)","Orthobunyavirus teteense","Orthobunyavirus teteense","Orthobunyavirus","Peribunyaviridae",976
"6705","NC_016142.1","RNA","ssRNA(+)","Hibiscus green spot virus 2","Higrevirus waimanalo","Higrevirus","Kitaviridae",3134
"6706","NC_025841.1","RNA","dsRNA","Dendrolimus punctatus cypovirus 22","Dendrolimus punctatus cypovirus 22","Cypovirus","Spinareoviridae",1155
"6707","NC_043116.1","RNA","ssRNA(+)","Koutango virus","Orthoflavivirus koutangoense","Orthoflavivirus","Flaviviridae",1035
"6708","NC_033847.1","RNA","ssRNA(+/-)","Munguba virus","Phlebovirus mungubaense","Phlebovirus","Phenuiviridae",4651
"6709","NC_002164.1","RNA","ssRNA(+)","Poinsettia mosaic virus","Poinsettia mosaic virus","Unknown","Tymoviridae",6099
"6710","NC_036474.1","RNA","dsRNA","Piscine orthoreovirus","Piscine orthoreovirus","Orthoreovirus","Spinareoviridae",1141
"6711","NC_078350.1","RNA","ssRNA(+/-)","Bogoria virus","Phlebovirus bogoriaense","Phlebovirus","Phenuiviridae",6366
"6712","NC_001652.1","RNA","ssRNA(-)","Infectious hematopoietic necrosis virus","Novirhabdovirus salmonid","Novirhabdovirus","Rhabdoviridae",11131
"6713","NC_074000.1","RNA","ssRNA(+)","ssRNA phage SRR6255746_2","Methovirus lutivicinum","Methovirus","Fiersviridae",4120
"6714","NC_014465.1","RNA","dsRNA","Magnaporthe oryzae chrysovirus 1","Magnaporthe oryzae chrysovirus 1","Chrysovirus","Chrysoviridae",3250
"6715","NC_073871.1","RNA","ssRNA(+)","ssRNA phage SRR5466725_10","Bahscuvirus limivicinum","Bahscuvirus","Fiersviridae",3892
"6716","NC_027552.1","RNA","dsRNA","Chenuda virus","Chenuda virus","Orbivirus","Sedoreoviridae",746
"6717","NC_039226.1","RNA","ssRNA(+)","Beet soil-borne mosaic virus","Beet soil-borne mosaic virus","Benyvirus","Benyviridae",6679
"6718","NC_043392.1","RNA","dsRNA","Helicobasidium mompa dsRNA mycovirus","Helicobasidium mompa partitivirus V70","Alphapartitivirus","Partitiviridae",1928
"6719","NC_034400.1","RNA","ssRNA(-)","Quezon virus","Mobatvirus quezonense","Mobatvirus","Hantaviridae",1830
"6720","NC_078969.1","RNA","ssRNA(-)","Bakau virus","Orthobunyavirus bakauense","Orthobunyavirus","Peribunyaviridae",1101
"6721","NC_074258.1","RNA","RNA","ssRNA phage Esthiorhiza.2_11","Bahnicevirus pedovicinum","Bahnicevirus","Steitzviridae",4160
"6722","NC_032447.1","RNA","RNA","Beihai mantis shrimp virus 2","Beihai mantis shrimp virus 2","Unknown","Unknown",11959
"6723","NC_011556.1","RNA","dsRNA","Beet cryptic virus 1","Beet cryptic virus 1","Alphapartitivirus","Partitiviridae",2008
"6724","NC_040483.1","RNA","dsRNA","Melon partitivirus","Melon partitivirus","Unknown","Partitiviridae",1569
"6725","NC_074490.1","RNA","RNA","ssRNA phage SRR6049586_2","Sperdavirus luticola","Sperdavirus","Steitzviridae",4599
"6726","NC_076519.1","RNA","ssRNA(+)","Ophiostoma mitovirus 1b","Duamitovirus opno1b","Duamitovirus","Mitoviridae",2572
"6727","NC_024768.1","RNA","ssRNA(+)","Chicken picornavirus 4","Chicken picornavirus 4","Unknown","Picornaviridae",9564
"6728","NC_032186.1","RNA","RNA","Hubei picorna-like virus 24","Hubei picorna-like virus 24","Unknown","Unknown",8358
"6729","NC_055298.1","RNA","ssRNA(+/-)","Alstroemeria necrotic streak virus","Orthotospovirus alstroemerinecrosis","Orthotospovirus","Tospoviridae",8756
"6730","NC_074196.1","RNA","RNA","ssRNA phage Zoerhiza.1_23","Obhoarovirus terradaptatum","Obhoarovirus","Blumeviridae",4620
"6731","NC_078292.1","RNA","ssRNA(+/-)","Kitale virus","Mammarenavirus kitaleense","Mammarenavirus","Arenaviridae",3369
"6732","NC_074552.1","RNA","RNA","ssRNA phage SRR7976300_2","Chimpavirus luticola","Chimpavirus","Unknown",4513
"6733","NC_078033.1","RNA","ssRNA(-)","blackberry leaf mottle-associated virus","Emaravirus rubi","Emaravirus","Fimoviridae",7050
"6734","NC_032460.1","RNA","RNA","Beihai narna-like virus 4","Beihai narna-like virus 4","Unknown","Unknown",2687
"6735","NC_043550.1","RNA","ssRNA(-)","Peaton virus","Orthobunyavirus peachesterense","Orthobunyavirus","Peribunyaviridae",6829
"6736","NC_031282.1","RNA","ssRNA(-)","Wuhan House Fly Virus 1","Sigmavirus wuhan","Sigmavirus","Rhabdoviridae",12651
"6737","NC_035214.1","RNA","ssRNA(+)","Lettuce necrotic leaf curl virus","Torradovirus lactucae","Torradovirus","Secoviridae",7586
"6738","NC_033762.1","RNA","RNA","Hubei myriapoda virus 9","Hubei myriapoda virus 9","Unknown","Unknown",2938
"6739","NC_007522.1","RNA","ssRNA(+)","Aurantiochytrium single-stranded RNA virus 01","Aurantiochytrium single-stranded RNA virus 01","Labyrnavirus","Marnaviridae",9035
"6740","NC_028963.1","RNA","ssRNA(+)","Rat arterivirus 1","Betaarterivirus chinrav 1","Betaarterivirus","Arteriviridae",15728
"6741","NC_021220.1","RNA","ssRNA(+)","Enterovirus F","Enterovirus F","Enterovirus","Picornaviridae",7397
"6742","NC_040491.1","RNA","dsRNA","Colletotrichum fructicola chrysovirus 1","Betachrysovirus colletotrichi","Betachrysovirus","Chrysoviridae",2801
"6743","NC_077152.1","RNA","ssRNA(+)","Hogweed virus 4","Hogweed virus 4","Chordovirus","Betaflexiviridae",8301
"6744","NC_078355.1","RNA","ssRNA(+/-)","Perkerra virus","Phlebovirus perkerraense","Phlebovirus","Phenuiviridae",6472
"6745","NC_078846.1","RNA","ssRNA(-)","Aspen mosaic-associated virus","Emaravirus populi","Emaravirus","Fimoviridae",1587
"6746","NC_029782.1","RNA","ssRNA(+)","Phytophthora infestans RNA virus 4","Phytophthora infestans RNA virus 4","Unknown","Narnaviridae",2984
"6747","NC_030655.1","RNA","ssRNA(+)","Rhizoctonia solani flexivirus 1","Rhizoctonia solani flexivirus 1","Unknown","Unknown",10644
"6748","NC_021242.1","RNA","ssRNA(+/-)","Lone Star virus","Bandavirus amblyommae","Bandavirus","Phenuiviridae",6341
"6749","NC_017988.1","RNA","dsRNA","Persimmon cryptic virus","Persimmon cryptic virus","Unknown","Partitiviridae",1491
"6750","NC_038512.1","RNA","ssRNA-RT","Trichoplusia ni TED virus","Trichoplusia ni TED virus","Errantivirus","Metaviridae",7510
"6751","NC_016509.1","RNA","ssRNA(+)","Grapevine leafroll-associated virus 1","Grapevine leafroll-associated virus 1","Ampelovirus","Closteroviridae",18659
"6752","NC_078468.1","RNA","RNA","Lactarius rufus RNA virus 1","Lactarius rufus orthocurvulavirus 1","Orthocurvulavirus","Curvulaviridae",2241
"6753","NC_025397.1","RNA","ssRNA(-)","Coastal Plains virus","Tibrovirus coastal","Tibrovirus","Rhabdoviridae",13203
"6754","NC_055418.1","RNA","ssRNA(+/-)","Karimabad virus","Phlebovirus karimabadense","Phlebovirus","Phenuiviridae",4556
"6755","NC_023819.1","RNA","dsRNA","Reptilian orthoreovirus","Reptilian orthoreovirus","Orthoreovirus","Spinareoviridae",3847
"6756","NC_055316.1","RNA","ssRNA(+/-)","Turuna virus","Phlebovirus turunaense","Phlebovirus","Phenuiviridae",1827
"6757","NC_043421.1","RNA","ssRNA(+)","Butterfly flower mosaic virus","Butterfly flower mosaic virus","Potyvirus","Potyviridae",1603
"6758","NC_078249.1","RNA","ssRNA(-)","Taggert virus","Orthonairovirus macquariense","Orthonairovirus","Nairoviridae",11854
"6759","NC_076862.1","RNA","ssRNA(-)","Solanum melongena rhabdo-like virus","Peropuvirus melongenae","Peropuvirus","Artoviridae",11542
"6760","NC_079046.1","RNA","ssRNA(-)","Brassica campestris chinensis coguvirus 1","Brassica campestris chinensis coguvirus 1","Coguvirus","Phenuiviridae",3061
"6761","NC_032903.1","RNA","RNA","Beihai tombus-like virus 3","Beihai tombus-like virus 3","Unknown","Unknown",5029
"6762","NC_078321.1","RNA","ssRNA(-)","Orthonairovirus tomdiense","Orthonairovirus tomdiense","Orthonairovirus","Nairoviridae",4077
"6763","NC_033090.1","RNA","RNA","Wenling tombus-like virus 5","Wenling tombus-like virus 5","Unknown","Unknown",4752
"6764","NC_078890.1","RNA","ssRNA(-)","Orthobunyavirus turlockense","Orthobunyavirus turlockense","Orthobunyavirus","Peribunyaviridae",4799
"6765","NC_040790.1","RNA","ssRNA(+)","Sugar beet cyst nematode virus 1","Sugar beet cyst nematode virus 1","Unknown","Unknown",9503
"6766","NC_006012.1","RNA","dsRNA","African horse sickness virus","African horse sickness virus","Orbivirus","Sedoreoviridae",1978
"6767","NC_055484.1","RNA","ssRNA(-)","Wheat yellow striate virus","Alphanucleorhabdovirus tritici","Alphanucleorhabdovirus","Rhabdoviridae",14486
"6768","NC_038592.1","RNA","dsRNA","Eubenangee virus","Eubenangee virus","Orbivirus","Sedoreoviridae",3962
"6769","NC_055530.1","RNA","ssRNA(-)","Garba virus","Sunrhavirus garba","Sunrhavirus","Rhabdoviridae",10821
"6770","NC_006497.1","RNA","ssRNA(-)","Infectious salmon anemia virus","Isavirus salaris","Isavirus","Orthomyxoviridae",736
"6771","NC_026624.1","RNA","ssRNA(+)","Sokoluk virus","Orthoflavivirus entebbeense","Orthoflavivirus","Flaviviridae",10242
"6772","NC_026135.1","RNA","dsRNA","Phomopsis vexans RNA virus","Phomopsis vexans RNA virus","Victorivirus","Totiviridae",5076
"6773","NC_039210.1","RNA","ssRNA(+)","Foot-and-mouth disease virus O","Foot-and-mouth disease virus","Aphthovirus","Picornaviridae",8201
"6774","NC_055546.1","RNA","ssRNA(+)","Cnidium virus X","Cnidium virus X","Potexvirus","Alphaflexiviridae",5964
"6775","NC_074292.1","RNA","RNA","ssRNA phage Gerhypos.4_35","Cunarovirus pedadaptatum","Cunarovirus","Steitzviridae",3819
"6776","NC_040437.1","RNA","ssRNA(+)","Tea plant line pattern virus","Tea plant line pattern virus","Ilarvirus","Bromoviridae",2172
"6777","NC_033492.1","RNA","ssRNA(+)","Petunia chlorotic mottle virus","Petunia chlorotic mottle virus","Nepovirus","Secoviridae",7615
"6778","NC_074393.1","RNA","RNA","ssRNA phage SRR7976357_12","Kecuhnavirus borborovicinum","Kecuhnavirus","Steitzviridae",3533
"6779","NC_007664.1","RNA","dsRNA","Yunnan orbivirus","Yunnan orbivirus","Orbivirus","Sedoreoviridae",1082
"6780","NC_033147.1","RNA","RNA","Wenzhou hepe-like virus 2","Wenzhou hepe-like virus 2","Unknown","Unknown",7652
"6781","NC_001815.1","RNA","ssRNA-RT","Simian T-lymphotropic virus 2","Primate T-lymphotropic virus 2","Deltaretrovirus","Retroviridae",8855
"6782","NC_055267.1","RNA","dsRNA","Rotavirus J","Rotavirus J","Rotavirus","Sedoreoviridae",793
"6783","NC_005084.2","RNA","ssRNA(-)","Fer-de-lance virus","Ferlavirus reptilis","Ferlavirus","Paramyxoviridae",15378
"6784","NC_055341.1","RNA","ssRNA(+/-)","Echarate virus","Phlebovirus echarateense","Phlebovirus","Phenuiviridae",4287
"6785","NC_032233.1","RNA","RNA","Hubei sobemo-like virus 49","Hubei sobemo-like virus 49","Unknown","Unknown",2767
"6786","NC_073783.1","RNA","RNA","ssRNA phage SRR7976310_1","Hirvovirus caenivicinum","Hirvovirus","Atkinsviridae",4535
"6787","NC_003779.1","RNA","ssRNA(+)","Plautia stali intestine virus","Triatovirus plastali","Triatovirus","Dicistroviridae",8797
"6788","NC_039345.1","RNA","ssRNA(-)","Bombali ebolavirus","Orthoebolavirus bombaliense","Orthoebolavirus","Filoviridae",19043
"6789","NC_021590.1","RNA","dsRNA","Rotavirus G chicken/03V0567/DEU/2003","Rotavirus G","Rotavirus","Sedoreoviridae",3526
"6790","NC_073978.1","RNA","ssRNA(+)","ssRNA phage SRR6960803_10","Kenamavirus limadaptatum","Kenamavirus","Fiersviridae",3421
"6791","NC_006052.1","RNA","ssRNA(-)","Lettuce ring necrosis virus","Ophiovirus lactucae","Ophiovirus","Aspiviridae",1830
"6792","NC_074052.1","RNA","ssRNA(+)","ssRNA phage SRR6960509_6","Pehsaduvirus asiovivens","Pehsaduvirus","Fiersviridae",4084
"6793","NC_052682.1","RNA","ssRNA(-)","Lake Chad virus","Quaranjavirus chadense","Quaranjavirus","Orthomyxoviridae",2390
"6794","NC_040646.1","RNA","ssRNA(+)","Culex Iflavi-like virus 1","Culex Iflavi-like virus 1","Unknown","Iflaviridae",10310
"6795","NC_043045.1","RNA","ssRNA(-)","Cumuto virus","Goukovirus cumutoense","Goukovirus","Phenuiviridae",6367
"6796","NC_055209.1","RNA","ssRNA(-)","Citrus chlorotic spot virus","Dichorhavirus citri","Dichorhavirus","Rhabdoviridae",5987
"6797","NC_035132.1","RNA","ssRNA(-)","Culex rhabdo-like virus","Ohlsrhavirus culex","Ohlsrhavirus","Rhabdoviridae",11503
"6798","NC_001989.1","RNA","ssRNA(-)","Bovine orthopneumovirus","Orthopneumovirus bovis","Orthopneumovirus","Pneumoviridae",15140
"6799","NC_032956.1","RNA","ssRNA(-)","Hubei odonate virus 11","Odonatavirus fabricii","Odonatavirus","Chuviridae",11349
"6800","NC_033830.1","RNA","ssRNA(+/-)","Munguba virus","Phlebovirus mungubaense","Phlebovirus","Phenuiviridae",6466
"6801","NC_038941.1","RNA","ssRNA(-)","Main Drain virus","Orthobunyavirus kernense","Orthobunyavirus","Peribunyaviridae",954
"6802","NC_078050.1","RNA","ssRNA(+/-)","Leticia virus","Phlebovirus leticiaense","Phlebovirus","Phenuiviridae",4325
"6803","NC_033208.1","RNA","RNA","Beihai tombus-like virus 7","Beihai tombus-like virus 7","Unknown","Unknown",3891
"6804","NC_055497.1","RNA","ssRNA(+)","Passiflora edulis symptomless virus","Passiflora edulis symptomless virus","Roymovirus","Potyviridae",9952
"6805","NC_043079.1","RNA","ssRNA(+)","Lagenaria mild mosaic virus","Lagenaria mild mosaic virus","Potexvirus","Alphaflexiviridae",3860
"6806","NC_026019.1","RNA","ssRNA(+/-)","Mammarenavirus wenzhouense","Mammarenavirus wenzhouense","Mammarenavirus","Arenaviridae",7146
