"","Accession","Species","Genus","Family"
"16185","NC_007648.1","Vicia faba alphaendornavirus","Alphaendornavirus","Endornaviridae"
"16186","NC_018869.1","Mungbean yellow mosaic betasatellite","Betasatellite","Tolecusatellitidae"
"16188","NC_048029.1","Scottvirus scott","Scottvirus","Autographiviridae"
"16190","NC_055354.1","Uukuvirus tyulenyense","Uukuvirus","Phenuiviridae"
"16191","NC_025387.1","Scophrhavirus maximus","Scophrhavirus","Rhabdoviridae"
"16195","NC_074007.1","Mihkrovirus solenecus","Mihkrovirus","Fiersviridae"
"16196","NC_048731.1","Tequintavirus fp01","Tequintavirus","Demerecviridae"
"16197","NC_040746.1","Cow vetch latent virus","Nanovirus","Nanoviridae"
"16198","NC_008728.1","Mal de Rio Cuarto virus","Fijivirus","Spinareoviridae"
"16199","NC_038314.1","Hepatovirus E","Hepatovirus","Picornaviridae"
"16200","NC_034164.1","Fall chinook aquareovirus","Aquareovirus","Spinareoviridae"
"16205","NC_043278.1","Bracoviriform flavipedis","Bracoviriform","Polydnaviriformidae"
"16208","NC_040486.1","Betachrysovirus colletotrichi","Betachrysovirus","Chrysoviridae"
"16209","NC_043382.1","Snyder-Theilen feline sarcoma virus","Gammaretrovirus","Retroviridae"
"16210","NC_029933.1","Orthonairovirus kasokeroense","Orthonairovirus","Nairoviridae"
"16211","NC_055372.1","Phlebovirus alcubeense","Phlebovirus","Phenuiviridae"
"16212","NC_078400.1","Emaravirus pyri","Emaravirus","Fimoviridae"
"16213","NC_031466.1","Lisianthus enation leaf curl virus","Begomovirus","Geminiviridae"
"16214","NC_029552.1","Emaravirus tritici","Emaravirus","Fimoviridae"
"16215","NC_038398.1","Cyclovirus nahkhiir","Cyclovirus","Circoviridae"
"16216","NC_029992.1","Epsilonarterivirus safriver","Epsilonarterivirus","Arteriviridae"
"16217","NC_025832.1","Orthonairovirus lusakaense","Orthonairovirus","Nairoviridae"
"16218","NC_030128.1","Cosmacovirus bovas1","Cosmacovirus","Smacoviridae"
"16219","NC_038824.1","Carrot cryptic virus","Alphapartitivirus","Partitiviridae"
"16220","NC_003448.1","Striped jack nervous necrosis virus","Betanodavirus","Nodaviridae"
"16222","NC_004678.1","Rosenblumvirus rv44AHJD","Rosenblumvirus","Rountreeviridae"
"16224","NC_002552.1","Hop latent virus","Carlavirus","Betaflexiviridae"
"16225","NC_007903.1","Mammarenavirus praomyidis","Mammarenavirus","Arenaviridae"
"16229","NC_077071.1","Clivia carlavirus A","Carlavirus","Betaflexiviridae"
"16231","NC_074594.1","Gredihovirus chorenecus","Gredihovirus","Steitzviridae"
"16232","NC_043669.1","Betachrysovirus secupenicillii","Betachrysovirus","Chrysoviridae"
"16233","NC_003543.1","Cowpea chlorotic mottle virus","Bromovirus","Bromoviridae"
"16235","NC_035480.1","Wild Vitis latent virus","Grablovirus","Geminiviridae"
"16236","NC_010753.1","Mycoreovirus 1","Mycoreovirus","Spinareoviridae"
"16237","NC_041836.1","Nitunavirus SPG24","Nitunavirus","Herelleviridae"
"16239","NC_074572.1","Endehruvirus chthonocola","Endehruvirus","Steitzviridae"
"16240","NC_073885.1","Boschuvirus borborocola","Boschuvirus","Fiersviridae"
"16241","NC_047941.1","Panjvirus Spp16","Panjvirus","Autographiviridae"
"16243","NC_002026.1","Brome mosaic virus","Bromovirus","Bromoviridae"
"16244","NC_042061.1","Kuttervirus STML131","Kuttervirus","Ackermannviridae"
"16247","NC_044936.1","Tree shrew mastadenovirus A","Mastadenovirus","Adenoviridae"
"16248","NC_076360.1","Gemyduguivirus hydro1","Gemyduguivirus","Genomoviridae"
"16249","NC_070906.1","Peduovirus P2","Peduovirus","Peduoviridae"
"16250","NC_025493.1","Fako virus","Dinovernavirus","Spinareoviridae"
"16251","NC_076795.1","Scleroulivirus zetaplasmoparae","Scleroulivirus","Botourmiaviridae"
"16252","NC_034151.1","T'Ho virus","Flavivirus","Flaviviridae"
"16253","NC_048001.1","Tequintavirus SP3","Tequintavirus","Demerecviridae"
"16254","NC_011067.1","Epirus cherry virus","Ourmiavirus","Botourmiaviridae"
"16255","NC_025823.1","Inovirus M13","Inovirus","Inoviridae"
"16256","NC_006563.1","Rhopapillomavirus 1","Rhopapillomavirus","Papillomaviridae"
"16257","NC_006309.2","Gammainfluenzavirus influenzae","Gammainfluenzavirus","Orthomyxoviridae"
"16258","NC_043239.1","Paramecium bursaria Chlorella virus SC1A","Chlorovirus","Phycodnaviridae"
"16260","NC_039067.1","Camel associated porprismacovirus 4","Porprismacovirus","Smacoviridae"
"16261","NC_076804.1","Scleroulivirus xiplasmoparae","Scleroulivirus","Botourmiaviridae"
"16262","NC_074512.1","Vernevirus limadaptatum","Vernevirus","Steitzviridae"
"16265","NC_043305.1","Bracoviriform melanoscelae","Bracoviriform","Polydnaviriformidae"
"16266","NC_070685.1","Streptococcus phage D1811","Moineauvirus","Aliceevansviridae"
"16267","NC_055348.1","Phlebovirus ixcanalense","Phlebovirus","Phenuiviridae"
"16268","NC_018615.1","Eilat virus","Alphavirus","Togaviridae"
"16269","NC_007447.1","Bovine torovirus","Torovirus","Tobaniviridae"
"16272","NC_001522.1","Deltapapillomavirus 4","Deltapapillomavirus","Papillomaviridae"
"16274","NC_030120.1","Porprismacovirus sheas3","Porprismacovirus","Smacoviridae"
"16275","NC_055383.1","Phlebovirus medjerdaense","Phlebovirus","Phenuiviridae"
"16276","NC_076896.1","Sequivirus stellatum","Sequivirus","Secoviridae"
"16277","NC_015691.1","Betapapillomavirus 6","Betapapillomavirus","Papillomaviridae"
"16279","NC_007739.1","Liao ning virus","Seadornavirus","Sedoreoviridae"
"16280","NC_001331.1","Primolicivirus Pf1","Primolicivirus","Inoviridae"
"16281","NC_055333.1","Uukuvirus grandarbaudense","Uukuvirus","Phenuiviridae"
"16282","NC_038871.1","Alphachrysovirus aspergilli","Alphachrysovirus","Chrysoviridae"
"16284","NC_029783.1","Grapevine leafroll-associated virus 13","Ampelovirus","Closteroviridae"
"16287","NC_004546.1","Tobacco curly shoot betasatellite","Betasatellite","Tolecusatellitidae"
"16289","NC_034394.1","Orthohantavirus brugesense","Orthohantavirus","Hantaviridae"
"16291","NC_074474.1","Pujohnavirus geovivens","Pujohnavirus","Steitzviridae"
"16293","NC_008902.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"16294","NC_004323.1","Alphabaculovirus raous","Alphabaculovirus","Baculoviridae"
"16295","NC_027998.2","Pegivirus columbiaense","Pegivirus","Flaviviridae"
"16296","NC_014071.1","Thetatorquevirus canid1","Thetatorquevirus","Anelloviridae"
"16297","NC_004071.1","Hollyhock leaf crumple virus","Begomovirus","Geminiviridae"
"16298","NC_055153.1","Circovirus daga","Circovirus","Circoviridae"
"16299","NC_055263.1","Rotavirus J","Rotavirus","Sedoreoviridae"
"16300","NC_075327.1","Gemykolovirus derva1","Gemykolovirus","Genomoviridae"
"16301","NC_005148.1","Circovirus porcine2","Circovirus","Circoviridae"
"16302","NC_035137.1","Gemyduguivirus bemta1","Gemyduguivirus","Genomoviridae"
"16304","NC_029063.1","Marafivirus nucipersicae","Marafivirus","Tymoviridae"
"16305","NC_028468.1","Alphayadokarivirus sanbani","Alphayadokarivirus","Yadokariviridae"
"16307","NC_012137.1","Cotton leaf curl Burewala virus","Begomovirus","Geminiviridae"
"16309","NC_074041.1","Owenocuvirus pelohabitans","Owenocuvirus","Fiersviridae"
"16311","NC_038574.1","Equine encephalosis virus","Orbivirus","Sedoreoviridae"
"16313","NC_030293.1","Pecan mosaic-associated virus","Potyvirus","Potyviridae"
"16315","NC_002050.1","Orthotospovirus tomatomaculae","Orthotospovirus","Tospoviridae"
"16316","NC_008037.1","Prune dwarf virus","Ilarvirus","Bromoviridae"
"16318","NC_055125.1","Chaetarnavirus 2","Sogarnavirus","Marnaviridae"
"16319","NC_005832.1","Ambystoma tigrinum virus","Ranavirus","Iridoviridae"
"16320","NC_016448.1","Cytomegalovirus saimiriinebeta4","Cytomegalovirus","Orthoherpesviridae"
"16321","NC_073788.1","Hysdruvirus tellurenecus","Hysdruvirus","Atkinsviridae"
"16322","NC_043198.1","Trocara virus","Alphavirus","Togaviridae"
"16323","NC_043265.1","Bracoviriform inaniti","Bracoviriform","Polydnaviriformidae"
"16325","NC_004049.1","Duamitovirus opno3a","Duamitovirus","Mitoviridae"
"16326","NC_048736.1","Miltonvirus 3M","Miltonvirus","Ackermannviridae"
"16328","NC_008922.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"16330","NC_034384.1","Diamondback moth iflavirus","Iflavirus","Iflaviridae"
"16331","NC_078568.1","Hadakavirus nanga","Hadakavirus","Hadakaviridae"
"16332","NC_013414.1","Velvet bean severe mosaic virus","Begomovirus","Geminiviridae"
"16333","NC_073964.1","Ineyimevirus lutihabitans","Ineyimevirus","Fiersviridae"
"16334","NC_074460.1","Psouhdivirus pedohabitans","Psouhdivirus","Steitzviridae"
"16335","NC_077927.1","Orthobunyavirus ananindeuaense","Orthobunyavirus","Peribunyaviridae"
"16336","NC_025244.1","Synedrella leaf curl alphasatellite","Colecusatellite","Alphasatellitidae"
"16337","NC_055269.1","Rotavirus J","Rotavirus","Sedoreoviridae"
"16339","NC_005851.1","Tomato mosaic leaf curl virus","Begomovirus","Geminiviridae"
"16340","NC_048639.1","Zicotriavirus ZC08","Zicotriavirus","Schitoviridae"
"16341","NC_028816.1","Drulisvirus SU503","Drulisvirus","Autographiviridae"
"16344","NC_013695.1","Enterovirus J","Enterovirus","Picornaviridae"
"16345","NC_073844.1","Stupavirus chorovivens","Stupavirus","Atkinsviridae"
"16346","NC_044951.1","African swine fever virus","Asfivirus","Asfarviridae"
"16347","NC_076963.1","Macaca arctoides gammaherpesvirus 1","Lymphocryptovirus","Orthoherpesviridae"
"16348","NC_074299.1","Gehrmavirus geocola","Gehrmavirus","Steitzviridae"
"16349","NC_010240.1","Betabaculovirus helarmigerae","Betabaculovirus","Baculoviridae"
"16350","NC_074150.1","Etdyvivirus caenicola","Etdyvivirus","Solspiviridae"
"16351","NC_074147.1","Dibaevirus borborocola","Dibaevirus","Solspiviridae"
"16354","NC_006358.1","Corchorus yellow vein virus","Begomovirus","Geminiviridae"
"16355","NC_001598.1","Beet yellows virus","Closterovirus","Closteroviridae"
"16356","NC_012092.1","Cystovirus phi2954","Cystovirus","Cystoviridae"
"16357","NC_029563.1","Emaravirus fici","Emaravirus","Fimoviridae"
"16359","NC_011557.1","Beet cryptic virus 1","Alphapartitivirus","Partitiviridae"
"16361","NC_033282.1","Yingvirus hubeiense","Yingvirus","Qinviridae"
"16362","NC_008873.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"16363","NC_076426.1","Porprismacovirus avias1","Porprismacovirus","Smacoviridae"
"16364","NC_074284.1","Cebevirus agrenecus","Cebevirus","Steitzviridae"
"16368","NC_077039.1","Elephant endotheliotropic herpesvirus 3","Proboscivirus","Orthoherpesviridae"
"16370","NC_074025.1","Nahsuvirus caenadaptatum","Nahsuvirus","Fiersviridae"
"16371","NC_076709.1","Ringilvirus ungol","Ringilvirus","Vilyaviridae"
"16374","NC_021583.1","Rotavirus G","Rotavirus","Sedoreoviridae"
"16375","NC_076951.1","Jeilongvirus erinacei","Jeilongvirus","Paramyxoviridae"
"16378","NC_038849.1","Cilevirus colombiaense","Cilevirus","Kitaviridae"
"16379","NC_048707.1","Brucesealvirus CPS2","Brucesealvirus","Guelinviridae"
"16380","NC_020890.1","Human polyomavirus 12","Alphapolyomavirus","Polyomaviridae"
"16381","NC_009951.1","Betapolyomavirus saboliviensis","Betapolyomavirus","Polyomaviridae"
"16383","NC_055204.1","Shilevirus leptomonadis","Shilevirus","Leishbuviridae"
"16384","NC_038746.1","Nome phantom orthophasmavirus","Orthophasmavirus","Phasmaviridae"
"16386","NC_023501.1","Wphvirus BPS10C","Wphvirus","Herelleviridae"
"16388","NC_038798.1","Malvastrum yellow mosaic Jamaica virus","Begomovirus","Geminiviridae"
"16389","NC_055148.1","Cyclovirus podgana","Cyclovirus","Circoviridae"
"16390","NC_043281.1","Bracoviriform flavipedis","Bracoviriform","Polydnaviriformidae"
"16391","NC_003004.1","Fabavirus betaviciae","Fabavirus","Secoviridae"
"16393","NC_003531.1","Dianthovirus dianthi","Dianthovirus","Tombusviridae"
"16394","NC_009549.1","Erectites yellow mosaic virus","Begomovirus","Geminiviridae"
"16395","NC_077844.1","Mammalian orthoreovirus","Orthoreovirus","Spinareoviridae"
"16397","NC_013470.1","Fusarium graminearum orthocurvulavirus","Orthocurvulavirus","Curvulaviridae"
"16399","NC_002686.2","Varicellovirus cercopithecinealpha9","Varicellovirus","Orthoherpesviridae"
"16401","NC_023589.1","Gamaleyavirus Sb1","Gamaleyavirus","Schitoviridae"
"16402","NC_079116.1","Ness Ziona virus","Orthobunyavirus","Peribunyaviridae"
"16404","NC_078858.1","Orthodiscovirus coniellae","Orthodiscovirus","Discoviridae"
"16405","NC_076802.1","Scleroulivirus miplasmoparae","Scleroulivirus","Botourmiaviridae"
"16407","NC_012584.1","Murine mastadenovirus C","Mastadenovirus","Adenoviridae"
"16408","NC_070708.1","Streptococcus phage P9851","Moineauvirus","Aliceevansviridae"
"16410","NC_014747.1","Tomato leaf curl Cameroon alphasatellite","Colecusatellite","Alphasatellitidae"
"16411","NC_009823.1","Hepacivirus hominis","Hepacivirus","Flaviviridae"
"16417","NC_025412.1","Melbournevirus","Marseillevirus","Marseilleviridae"
"16419","NC_043513.1","Bhendi yellow vein Haryana virus","Begomovirus","Geminiviridae"
"16420","AC_000191.1","Bovine mastadenovirus A","Mastadenovirus","Adenoviridae"
"16422","NC_043470.1","Boscovirus hippoboscidae","Boscovirus","Chuviridae"
"16424","NC_009246.1","Rice gall dwarf virus","Phytoreovirus","Sedoreoviridae"
"16425","NC_039232.1","Gossypium darwinii symptomless alphasatellite","Colecusatellite","Alphasatellitidae"
"16430","NC_034555.1","Orthohantavirus thailandense","Orthohantavirus","Hantaviridae"
"16432","NC_042074.1","Jesfedecavirus JSF10","Jesfedecavirus","Demerecviridae"
"16433","NC_010295.1","Phaius virus X","Potexvirus","Alphaflexiviridae"
"16436","NC_023301.1","Black medic leaf roll virus","Nanovirus","Nanoviridae"
"16437","NC_070864.1","Pseudomonas phage PAP02","Litunavirus","Schitoviridae"
"16438","NC_009000.1","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae"
"16440","NC_070676.1","Streptococcus phage CHPC879","Moineauvirus","Aliceevansviridae"
"16441","NC_076660.1","Sclerotinia homoeocarpa hypovirus 1","Hypovirus","Hypoviridae"
"16443","NC_074110.1","Swihdzovirus paludicola","Swihdzovirus","Fiersviridae"
"16444","NC_036635.1","Ophiovirus vaccinii","Ophiovirus","Aspiviridae"
"16445","NC_074444.1","Ociwvivirus luticola","Ociwvivirus","Steitzviridae"
"16446","NC_003852.1","Obuda pepper virus","Tobamovirus","Virgaviridae"
"16448","NC_030412.1","Etheostoma fonticola aquareovirus","Aquareovirus","Spinareoviridae"
"16450","NC_008793.1","Honeysuckle yellow vein Kagoshima virus","Begomovirus","Geminiviridae"
"16452","NC_038875.1","Chilli leaf curl India virus","Begomovirus","Geminiviridae"
"16454","NC_005283.1","Morbillivirus ceti","Morbillivirus","Paramyxoviridae"
"16456","NC_012485.1","Gammapapillomavirus 7","Gammapapillomavirus","Papillomaviridae"
"16457","NC_014241.1","Broome orthoreovirus","Orthoreovirus","Spinareoviridae"
"16458","NC_078672.1","Anulavirus GLPV","Anulavirus","Bromoviridae"
"16460","NC_015043.1","Sida mosaic Bolivia virus 2","Begomovirus","Geminiviridae"
"16461","NC_006882.2","Tiamatvirus PSSP7","Tiamatvirus","Autographiviridae"
"16462","NC_001607.1","Orthobornavirus bornaense","Orthobornavirus","Bornaviridae"
"16465","NC_038762.1","Nepovirus aeonii","Nepovirus","Secoviridae"
"16466","NC_010438.1","Miniopterus bat coronavirus HKU8","Alphacoronavirus","Coronaviridae"
"16467","NC_036472.1","Piscine orthoreovirus","Orthoreovirus","Spinareoviridae"
"16468","NC_038436.1","Pegivirus columbiaense","Pegivirus","Flaviviridae"
"16469","NC_054900.1","Tequatrovirus zeezeesix","Tequatrovirus","Straboviridae"
"16470","NC_025845.1","Dendrolimus punctatus cypovirus 22","Cypovirus","Spinareoviridae"
"16471","NC_008329.1","Tomato leaf curl Guangxi virus","Begomovirus","Geminiviridae"
"16474","NC_079181.1","Escherichia phage vB_EcoP_Bp7","Carltongylesvirus","Chaseviridae"
"16475","NC_038987.1","Badnavirus epsilondioscoreae","Badnavirus","Caulimoviridae"
"16477","NC_078919.1","Orthobunyavirus bakauense","Orthobunyavirus","Peribunyaviridae"
"16479","NC_074344.1","Gredihovirus terricola","Gredihovirus","Steitzviridae"
"16484","NC_001936.1","Squash leaf curl virus","Begomovirus","Geminiviridae"
"16486","NC_002041.1","Soil-borne wheat mosaic virus","Furovirus","Virgaviridae"
"16487","NC_078866.1","Hymovirus chrysurae","Hymovirus","Phasmaviridae"
"16488","NC_038279.1","Sigmavirus ananassae","Sigmavirus","Rhabdoviridae"
"16489","NC_078823.1","Nepovirus myrtilli","Nepovirus","Secoviridae"
"16490","NC_078613.1","Orthophasmavirus flenense","Orthophasmavirus","Phasmaviridae"
"16492","NC_031089.1","Ligustrum virus A","Carlavirus","Betaflexiviridae"
"16493","NC_013640.2","Sweet potato leaf curl Bengal virus","Begomovirus","Geminiviridae"
"16495","NC_043614.1","Orthobunyavirus enseadaense","Orthobunyavirus","Peribunyaviridae"
"16496","NC_013075.1","Tomato chocolate spot virus","Torradovirus","Secoviridae"
"16497","NC_025804.1","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae"
"16498","NC_038507.1","Frog virus 3","Ranavirus","Iridoviridae"
"16499","NC_013528.1","Fort Morgan virus","Alphavirus","Togaviridae"
"16500","NC_041873.1","Tunavirus JMPW2","Tunavirus","Drexlerviridae"
"16501","NC_055649.1","Emaravirus kiwii","Emaravirus","Fimoviridae"
"16502","NC_035472.1","Badnavirus tesselloziziphi","Badnavirus","Caulimoviridae"
"16503","NC_078961.1","Orthobunyavirus bushbushense","Orthobunyavirus","Peribunyaviridae"
"16504","NC_007037.1","Bracoviriform demolitoris","Bracoviriform","Polydnaviriformidae"
"16505","NC_005894.1","Mammarenavirus piritalense","Mammarenavirus","Arenaviridae"
"16506","NC_076812.1","Penoulivirus betaplasmoparae","Penoulivirus","Botourmiaviridae"
"16507","NC_038650.1","Cypovirus 16","Cypovirus","Spinareoviridae"
"16508","NC_008987.1","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae"
"16509","NC_076787.1","Botoulivirus gammaplasmoparae","Botoulivirus","Botourmiaviridae"
"16510","NC_074990.1","Rose leaf curl betasatellite","Betasatellite","Tolecusatellitidae"
"16511","NC_070872.1","Escherichia phage U1G","Gamaleyavirus","Schitoviridae"
"16513","NC_006318.1","Phlebovirus napoliense","Phlebovirus","Phenuiviridae"
"16515","NC_004157.1","Orthonairovirus dugbeense","Orthonairovirus","Nairoviridae"
"16517","NC_022558.1","Wallal virus","Orbivirus","Sedoreoviridae"
"16518","NC_076249.1","Formivirus angliae","Formivirus","Nyamiviridae"
"16519","NC_004145.1","Boolarra virus","Alphanodavirus","Nodaviridae"
"16522","NC_002232.1","Kappapapillomavirus 1","Kappapapillomavirus","Papillomaviridae"
"16523","NC_038814.1","Cardamom bushy dwarf virus","Babuvirus","Nanoviridae"
"16525","NC_074264.1","Bahnicevirus solivicinum","Bahnicevirus","Steitzviridae"
"16527","NC_038646.1","Cypovirus 16","Cypovirus","Spinareoviridae"
"16529","NC_026827.2","Rotavirus I","Rotavirus","Sedoreoviridae"
"16530","NC_074367.1","Hohrdovirus pedenecus","Hohrdovirus","Steitzviridae"
"16531","NC_027539.1","Wad Medani virus","Orbivirus","Sedoreoviridae"
"16532","NC_025892.1","Betapolyomavirus cercopitheci","Betapolyomavirus","Polyomaviridae"
"16534","NC_076691.1","Thetahypovirus rhizoctoniae","Thetahypovirus","Hypoviridae"
"16535","NC_009988.1","Rhinolophus bat coronavirus HKU2","Alphacoronavirus","Coronaviridae"
"16536","NC_003797.1","Sweet potato mild mottle virus","Ipomovirus","Potyviridae"
"16540","NC_019920.1","Cunavirus pretoriense","Cunavirus","Fiersviridae"
"16541","NC_074508.1","Timirovirus borboradaptatum","Timirovirus","Steitzviridae"
"16543","NC_062767.1","Culoivirus faecalis","Culoivirus","Suoliviridae"
"16545","NC_055280.1","Fusarium redolens polymycovirus 1","Polymycovirus","Polymycoviridae"
"16549","NC_073989.1","Luthavirus edaphovivens","Luthavirus","Fiersviridae"
"16553","NC_039212.1","Limnipivirus C","Limnipivirus","Picornaviridae"
"16554","NC_075802.1","Salmovirus salmonidallo2","Salmovirus","Alloherpesviridae"
"16555","NC_003007.1","Cypovirus 14","Cypovirus","Spinareoviridae"
"16556","NC_070779.1","Salmonella phage KM16","Moonvirus","Straboviridae"
"16557","NC_007752.1","Peruvian horse sickness virus","Orbivirus","Sedoreoviridae"
"16559","NC_005179.1","Yaba monkey tumor virus","Yatapoxvirus","Poxviridae"
"16561","NC_015131.1","Avian orthoreovirus","Orthoreovirus","Spinareoviridae"
"16562","NC_078228.1","Orthobunyavirus oyoense","Orthobunyavirus","Peribunyaviridae"
"16563","NC_043275.1","Bracoviriform flavipedis","Bracoviriform","Polydnaviriformidae"
"16565","NC_040476.1","Guangxi orbivirus","Orbivirus","Sedoreoviridae"
"16567","NC_010239.1","Radish leaf curl betasatellite","Betasatellite","Tolecusatellitidae"
"16568","NC_036608.1","Orthotospovirus callaflavi","Orthotospovirus","Tospoviridae"
"16572","NC_043497.1","Macrobrachium satellite virus 1","Macronovirus","Sarthroviridae"
"16575","NC_076167.1","Cotton leaf curl Bangalore betasatellite","Betasatellite","Tolecusatellitidae"
"16578","NC_012213.1","Gammapapillomavirus 6","Gammapapillomavirus","Papillomaviridae"
"16579","NC_040544.1","Tomato leaf curl Yunnan betasatellite","Betasatellite","Tolecusatellitidae"
"16583","NC_043175.1","Orthohantavirus oxbowense","Orthohantavirus","Hantaviridae"
"16585","NC_078363.1","Feravirus neuropterus","Feravirus","Phasmaviridae"
"16586","NC_062769.1","Jahgtovirus gastrointestinalis","Jahgtovirus","Intestiviridae"
"16587","NC_022787.1","Porcine torovirus","Torovirus","Tobaniviridae"
"16588","NC_030142.1","Gemycircularvirus lamas1","Gemycircularvirus","Genomoviridae"
"16589","NC_040361.1","Planidovirus 1","Alphamononivirus","Mononiviridae"
"16590","NC_001366.1","Cardiovirus B","Cardiovirus","Picornaviridae"
"16593","NC_041907.1","Litunavirus PA26","Litunavirus","Schitoviridae"
"16594","NC_002985.1","Cucurbit leaf crumple virus","Begomovirus","Geminiviridae"
"16596","NC_078090.1","Orthotospovirus hippeflavi","Orthotospovirus","Tospoviridae"
"16597","NC_001558.1","Tomato planta macho viroid","Pospiviroid","Pospiviroidae"
"16598","NC_031761.1","Alphabaculovirus angemmatalis","Alphabaculovirus","Baculoviridae"
"16599","NC_010585.1","Aquareovirus G","Aquareovirus","Spinareoviridae"
"16600","NC_078617.1","Thogotovirus josense","Thogotovirus","Orthomyxoviridae"
"16603","NC_016895.2","Bat mastadenovirus A","Mastadenovirus","Adenoviridae"
"16604","NC_002361.1","Circovirus pigeon","Circovirus","Circoviridae"
"16605","NC_076877.1","Cybitervirus niederense","Cybitervirus","Lispiviridae"
"16607","NC_035215.1","Torradovirus cucurbitae","Torradovirus","Secoviridae"
"16608","NC_043471.1","Boscovirus hippoboscidae","Boscovirus","Chuviridae"
"16609","NC_001460.1","Human mastadenovirus A","Mastadenovirus","Adenoviridae"
"16610","NC_078602.1","Orthodiscovirus penicillii","Orthodiscovirus","Discoviridae"
"16611","NC_074205.1","Tibirnivirus paludicola","Tibirnivirus","Blumeviridae"
"16612","NC_038733.1","Orthobunyavirus guajaraense","Orthobunyavirus","Peribunyaviridae"
"16613","NC_076769.1","Betascleroulivirus epsilonplasmoparae","Betascleroulivirus","Botourmiaviridae"
"16618","NC_077024.1","Pestivirus P","Pestivirus","Flaviviridae"
"16619","NC_029852.1","Bovine retrovirus CH15","Betaretrovirus","Retroviridae"
"16620","NC_040436.1","Tea plant line pattern virus","Ilarvirus","Bromoviridae"
"16622","NC_013035.1","Gammapapillomavirus 9","Gammapapillomavirus","Papillomaviridae"
"16624","NC_055448.1","Pteridovirus maydis","Pteridovirus","Mayoviridae"
"16625","NC_008519.1","Pipapillomavirus 2","Pipapillomavirus","Papillomaviridae"
"16627","NC_054003.1","Alphacoronavirus sp.","Alphacoronavirus","Coronaviridae"
"16628","NC_013668.3","Cyvirus anguillidallo1","Cyvirus","Alloherpesviridae"
"16629","NC_078010.1","Tai Forest coltivirus","Coltivirus","Spinareoviridae"
"16630","NC_076037.1","Bopivirus A","Bopivirus","Picornaviridae"
"16633","NC_074462.1","Puduphavirus pedovivens","Puduphavirus","Steitzviridae"
"16634","NC_073921.1","Condavirus edaphadaptatum","Condavirus","Fiersviridae"
"16635","NC_013060.1","Mamastrovirus 9","Mamastrovirus","Astroviridae"
"16638","NC_079108.1","Dhati Welel mammarenavirus","Mammarenavirus","Arenaviridae"
"16640","NC_043354.1","Bracoviriform indiense","Bracoviriform","Polydnaviriformidae"
"16643","NC_038333.1","Dolphin mastadenovirus B","Mastadenovirus","Adenoviridae"
"16645","NC_048672.1","Siovirus germanense","Siovirus","Zobellviridae"
"16646","NC_034462.1","Orthophasmavirus kigluaikense","Orthophasmavirus","Phasmaviridae"
"16647","NC_007816.2","Aureusvirus cucumis","Aureusvirus","Tombusviridae"
"16648","NC_076568.1","Duamitovirus busp1","Duamitovirus","Mitoviridae"
"16649","NC_076664.1","Alphafusarivirus aspergilli","Alphafusarivirus","Fusariviridae"
"16650","NC_009224.1","Botryotinia fuckeliana totivirus 1","Totivirus","Totiviridae"
"16651","NC_034510.1","Orthonairovirus khani","Orthonairovirus","Nairoviridae"
"16652","NC_010560.1","Bean yellow disorder virus","Crinivirus","Closteroviridae"
"16653","NC_033287.1","Yingvirus shaheense","Yingvirus","Qinviridae"
"16654","NC_043673.1","Orthobunyavirus witwatersrandense","Orthobunyavirus","Peribunyaviridae"
"16655","NC_009490.1","Tomato mild yellow leaf curl Aragua virus","Begomovirus","Geminiviridae"
"16656","NC_043104.1","Badnavirus maculaspiraeae","Badnavirus","Caulimoviridae"
"16657","NC_007669.1","Aedes pseudoscutellaris reovirus","Dinovernavirus","Spinareoviridae"
"16658","NC_079056.1","Codonopsis torradovirus A","Torradovirus","Secoviridae"
"16659","NC_038715.1","Alajuela orthobunyavirus","Orthobunyavirus","Peribunyaviridae"
"16660","NC_012542.1","Homalodisca vitripennis reovirus","Phytoreovirus","Sedoreoviridae"
"16661","NC_007533.1","Mycoreovirus 3","Mycoreovirus","Spinareoviridae"
"16662","NC_003795.1","Shallot virus X","Allexivirus","Alphaflexiviridae"
"16663","NC_015524.1","Bombyx mori Macula-like virus","Maculavirus","Tymoviridae"
"16664","NC_006574.1","Mammarenavirus mopeiaense","Mammarenavirus","Arenaviridae"
"16665","NC_078395.1","Blunervirus solani","Blunervirus","Kitaviridae"
"16666","NC_021634.1","Rotavirus F","Rotavirus","Sedoreoviridae"
"16667","NC_078296.1","Phasivirus guadeloupeense","Phasivirus","Phenuiviridae"
"16668","NC_077979.1","Orthobunyavirus maritubaense","Orthobunyavirus","Peribunyaviridae"
"16669","NC_048156.1","Betapleolipovirus HRPV12","Betapleolipovirus","Pleolipoviridae"
"16671","NC_008862.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"16672","NC_008305.1","Euphorbia mosaic virus","Begomovirus","Geminiviridae"
